sniffOnset,finalOnset,manOnset,condition,Yonset,inhaleMax,inMaxTim,Yend,endTim,length,amp,exhaleMin,exMinTim,index,task,noseMouth,shadowFile,warp,rateBPM,localPeriodCV,localAmpCV,nSubPeaks,nearSeam,bm_inhaleOnsets,bm_exhaleOnsets,bm_inhaleOffsets,bm_exhaleOffsets,bm_inhalePeaks,bm_exhaleTroughs,bm_peakInspiratoryFlows,bm_troughExpiratoryFlows,bm_inhaleTimeToPeak,bm_exhaleTimeToTrough,bm_inhaleVolumes,bm_exhaleVolumes,bm_inhaleDurations,bm_exhaleDurations,bm_inhalePauseOnsets,bm_exhalePauseOnsets,bm_inhalePauseDurations,bm_exhalePauseDurations,bm_inhaleVolumesRaw,bm_exhaleVolumesRaw,bm_inhale_smoothness,bm_inpeak_to_extrough_smoothness,bm_exhale_smoothness,bm_inhale_curvature,bm_inpeak_to_extrough_curvature,bm_exhale_curvature,bm_inpeak_to_extrough_slope,bm_max_flowchange,goodBreath,maxRR,minRR,RR_max_min,onsetSec,rsa_ms,good,nearSeamWide,clean,final10,period,meanRR,hrBPM,rsaNorm,depthVol,depth
2241241,2241241,NaN,21,3.36612847916669,194.542440223207,2241531,-62.2401549225735,2243609,4.73599999999988,223.97945344491,-83.5834171081005,2241841,859,paced,NA,NA,NaN,12.6689189189192,0.289751044461157,0.2831522862816,2,0,2241241,2241702,2241701,2243172,2241531,2241841,2.29712257311915,-1.18009796835504,0.58,0.278,1086.08479861392,873.267483337125,0.92,2.94,NaN,2243173,NaN,0.872,73880.9361204561,64322.7298858488,-0.0633646312550389,-0.0834900236446973,-0.00372037773639413,9.43194796839263e-05,0.000131647135648025,2.51209617497336e-05,-0.0139877240148508,0.0139045549461827,1,0.844000000000051,0.813764705882208,0.0302352941178428,4482.482,30.2352941178428,1,0,0,0,paced,0.826642822406264,72.5827387278907,0.0365760075552719,73880.9361204561,73880.9361204561
2243609,2243609,NaN,21,-62.2401549225735,103.74417443282,2243939,-65.2355250237511,2246068,4.91800000000057,167.482014405982,-243.914134208909,2245891,860,paced,NA,NA,NaN,12.2000813338741,0.313122441437432,0.472428119750577,2,0,2243609,2245600,2244148,2246067,2243939,2245891,1.01908640925479,-2.60739966949744,0.66,0.582,608.034948828495,1507.94851206061,1.078,0.934,2244149,NaN,2.902,NaN,55864.716596571,134938.547476806,-0.0351121556266198,-0.0143747059896228,-0.020386775225565,3.39052848280935e-05,2.32169383672184e-05,8.01143424231876e-05,-0.000744983520790135,0.0156123592547223,1,0.813764705882208,0.739999999999782,0.0737647058824265,4487.218,73.7647058824265,1,0,0,0,paced,0.76890407962705,78.0331404004287,0.0959348608453286,55864.716596571,55864.716596571
2246068,2246068,NaN,21,-65.2355250237511,84.5608624570963,2246295,-37.1521313729228,2248858,5.57999999999993,135.754690655433,-215.975949354391,2247989,861,paced,NA,NA,NaN,10.7526881720432,0.334693398856303,0.488587691443132,3,0,2246068,2247540,2247539,2248327,2246295,2247989,0.972145846141419,-2.19312805198947,0.454,0.898,1211.80421869664,1371.05247553559,2.942,1.574,NaN,2248328,NaN,1.06,108552.428021002,134122.81358167,-0.0557881892012053,-0.0150663606071043,-0.0147637736458936,6.85857054876305e-05,3.22769418172528e-05,8.46450969893127e-05,-0.00118800401810615,0.0156091710275948,1,0.885999999999513,0.704674220962729,0.181325779036784,4492.136,181.325779036784,1,0,0,0,paced,0.805062600225873,74.5283658477814,0.225231899961457,108552.428021002,108552.428021002
2248858,2248858,NaN,21,-37.1521313729228,166.286665773054,2249011,24.8633926318702,2249694,1.67199999999957,172.43103514358,-131.58184935817,2249244,862,paced,NA,NA,NaN,35.885167464124,0.377567228228575,0.442918835051527,2,0,2248858,2249154,2249153,2249424,2249011,2249244,1.19286710385259,-0.60939688204852,0.306,0.18,431.999736512678,192.920911349515,0.59,0.54,NaN,2249425,NaN,0.538,52287.4914294914,34818.7293342352,-0.0638097614098612,-0.0601311480600623,-0.014117768991915,0.000115800930346623,0.000117929559031546,8.43089203578851e-05,-0.0095748020529234,0.0116258927162273,1,0.704674220962729,0.681999999999789,0.0226742209629396,4497.716,22.6742209629396,1,0,0,0,paced,0.693512071785231,86.5161580324747,0.0326947747348822,52287.4914294914,52287.4914294914
2249694,2249694,NaN,21,24.8633926318702,400.012372269368,2250029,23.4337358782423,2252786,6.1840000000002,375.863808014312,-183.056976769237,2250815,863,paced,NA,NA,NaN,9.70245795601522,0.438465913149673,0.516068880399398,1,0,2249694,2250518,2250517,2252785,2250029,2250815,4.00054693831513,-1.99766641409959,0.67,0.594,3408.44040300678,4913.0866322115,1.646,4.534,NaN,NaN,NaN,NaN,300968.746724372,438242.69519573,-0.0923734444149412,-0.053379540073995,-0.00317222021107869,8.26069073298614e-05,5.54468037902775e-05,1.87689011672447e-05,-0.00776585002601642,0.0166569729978852,0,1.09400000000005,0.689302052785882,0.404697947214169,4499.388,404.697947214169,0,0,0,0,paced,0.897747061665916,66.8339697917365,0.450792839648159,300968.746724372,300968.746724372
2252786,2252786,NaN,22,23.4337358782423,151.121200388707,2253280,13.506353917904,2256173,6.77399999999943,132.651155490634,-116.857742536382,2254688,864,paced,NA,NA,NaN,8.85739592559862,0.0512139553618501,0.115212661747818,2,0,2252786,2253803,2253802,2255482,2253280,2254688,1.6672287722055,-1.28049457037587,0.988,1.77,2007.73559021504,2507.01992880419,2.032,3.358,NaN,2255483,NaN,1.38,176854.033465025,218024.820471758,-0.0275120369649701,-0.0152206331786722,-0.00320218264638496,2.07084163293073e-05,1.7058018914446e-05,1.26589623406109e-05,-0.00210394261263029,0.00504968543068651,1,1.13000000000011,1.03799999999956,0.092000000000553,4505.572,92.000000000553,1,0,0,0,paced,1.09276828874864,54.9064249189623,0.0841898515429149,176854.033465025,176854.033465025
2256173,2256173,NaN,22,13.506353917904,141.139669946603,2256689,7.57831493655154,2259550,6.75400000000081,130.597335519376,-78.2092272532996,2258043,865,paced,NA,NA,NaN,8.8836245188026,0.0540531375281681,0.142096148425054,3,0,2256173,2257107,2257106,2258707,2256689,2258043,1.35829982615164,-1.04667594966725,1.032,1.872,1341.95049356557,1791.45258853612,1.866,3.2,NaN,2258708,NaN,1.684,114047.164427371,131207.507215088,-0.0216864875904246,-0.0129256992363416,-0.00224562245475872,2.45492059822142e-05,1.60849357260821e-05,1.15262113041872e-05,-0.00153772142694328,0.00453319067388036,0,1.10484476534311,0.971999999999753,0.132844765343356,4512.346,132.844765343356,0,0,0,0,paced,1.01609126602755,59.0498137382606,0.130740977493802,114047.164427371,114047.164427371
2259550,2259550,NaN,22,7.57831493655154,118.016140535057,2259925,7.76366265878026,2262607,6.11399999999958,110.345151737391,-91.4704838927976,2261112,866,paced,NA,NA,NaN,9.81354268891137,0.0497630102661353,0.234285753856357,2,0,2259550,2260370,2260369,2261600,2259925,2261112,1.93825834226144,-1.65429276979805,0.75,1.484,1800.52186199167,2275.61193620655,1.638,2.46,NaN,2261601,NaN,2.012,105047.981008567,128134.658736842,-0.0399943199894008,-0.0219733576094454,-0.00319664862774333,4.29498811180411e-05,2.4252401454258e-05,2.28530206292259e-05,-0.00316308937083981,0.00830990508313545,1,0.998466926070122,0.88799999999992,0.110466926070202,4519.1,110.466926070202,1,0,0,1,final10,0.920233468947905,65.2008452470192,0.120042282526953,105047.981008567,105047.981008567
2262607,2262607,NaN,22,7.76366265878026,114.931761866853,2263053,10.8179882085547,2265753,6.29200000000037,105.640936433186,-81.9771961802975,2264253,867,paced,NA,NA,NaN,9.53591862682716,0.0457103482520063,0.231526082351979,2,0,2262607,2263468,2263467,2264806,2263053,2264253,2.0582913243963,-1.44875501099848,0.892,1.57,1860.14958107752,2292.06979018197,1.72,2.676,NaN,2264807,NaN,1.892,98002.3726134474,125779.433983646,-0.0353456645958955,-0.0209285231690869,-0.00269835931548014,3.54420480427837e-05,2.15279091131918e-05,1.69454993413547e-05,-0.0029550761806553,0.00807509246358507,1,0.938000000000102,0.885999999999513,0.0520000000005894,4525.214,52.0000000005894,1,0,0,1,final10,0.913424114606896,65.6869016708868,0.0569286481154137,98002.3726134474,98002.3726134474
2265753,2265753,NaN,22,10.8179882085547,107.92914464677,2266214,15.0999913005535,2268780,6.05400000000009,94.9701548922154,-70.6710098642826,2267574,868,paced,NA,NA,NaN,9.91080277502463,0.0404379734501616,0.24585496377955,2,0,2265753,2266647,2266646,2268323,2266214,2267574,1.83184304925093,-1.22690963862071,0.922,1.854,1790.76229001216,2434.16045300574,1.786,3.352,NaN,2268324,NaN,0.912,101901.504100093,139833.349409467,-0.0305829981377713,-0.0161775964286512,-0.0028654529838688,2.76487512164955e-05,1.89884065965017e-05,1.23959050241594e-05,-0.00225013190841593,0.00641415963115599,1,0.98228571428562,0.846000000000458,0.136285714285162,4531.506,136.285714285162,1,0,0,1,final10,0.902469461193003,66.4842441545713,0.151014211721914,101901.504100093,101901.504100093
2268780,2268780,NaN,22,15.0999913005535,189.853067632737,2269134,10.235680597009,2271894,6.22799999999916,177.185231683956,-85.4810402360099,2270533,869,paced,NA,NA,NaN,9.63391136801672,0.0351550088041815,0.311625970294179,2,0,2268780,2269535,2269534,2271111,2269134,2270533,3.03148591565397,-1.49136711632048,0.708,1.996,2389.09315599064,2738.80726258606,1.508,3.152,NaN,2271112,NaN,1.564,135520.594867213,155958.169275423,-0.0677358428523743,-0.0228437272761914,-0.00271926684361454,7.19884285944974e-05,2.35107038005101e-05,1.62162518272907e-05,-0.00273806965303781,0.0130383975961677,1,0.985999999999876,0.895999999999731,0.0900000000001455,4537.56,90.0000000001455,1,0,0,1,final10,0.935793328280764,64.1167212745915,0.0961750819120427,135520.594867213,135520.594867213
2271894,2271894,NaN,22,10.235680597009,171.270103371757,2272248,7.79361590814571,2275042,6.29600000000028,162.255455119179,-82.0338680266501,2273518,870,paced,NA,NA,NaN,9.52986022871623,0.0360515718926104,0.300787747579317,2,0,2271894,2272655,2272654,2274064,2272248,2273518,2.75350807118496,-1.37005393262506,0.708,1.726,2142.22062057162,2404.96193505849,1.52,2.818,NaN,2274065,NaN,1.954,117428.024010994,133798.744145469,-0.0607854354850982,-0.022987181918662,-0.00214122121192729,6.55252248892402e-05,2.37705204888672e-05,1.595396268181e-05,-0.00295645166391964,0.0119513340063551,1,0.948174999999592,0.876000000000204,0.0721749999993881,4543.788,72.1749999993881,1,0,0,1,final10,0.904858342428636,66.3087216933429,0.0797638664696075,117428.024010994,117428.024010994
2275042,2275042,NaN,22,7.79361590814571,174.890682762168,2275414,7.38754514651227,2278347,6.61000000000058,167.300102234839,-92.6766895744613,2276827,871,paced,NA,NA,NaN,9.07715582450752,0.0489265037848282,0.322928842143925,2,0,2275042,2275875,2275874,2277385,2275414,2276827,2.67972035142412,-1.60532831924628,0.744,1.904,2106.57450280992,2634.30234735936,1.664,3.02,NaN,2277386,NaN,1.922,116112.776287857,141789.065590163,-0.0562516589257512,-0.0216039812870648,-0.00313938157404506,6.45525542278618e-05,2.48312916012977e-05,1.81379862085895e-05,-0.00254680564452619,0.0122512125311662,1,0.952000000000226,0.865999999999985,0.0860000000002401,4550.084,86.0000000002401,1,0,0,1,final10,0.913651081110903,65.6705839247149,0.0941278369590208,116112.776287857,116112.776287857
2278347,2278347,NaN,22,7.38754514651227,85.6438763125294,2278717,7.90383233732622,2281656,6.61799999999948,77.9981875706102,-70.2142977230218,2279510,872,paced,NA,NA,NaN,9.06618313690007,0.0661210756662176,0.315242494527349,3,0,2278347,2279260,2279259,2281137,2278717,2279510,1.682771023996,-1.22148955305356,0.74,0.5,1665.77659437414,2209.35475255843,1.824,3.754,NaN,2281138,NaN,1.036,85045.6585996754,111870.540613922,-0.0360422946461882,-0.0256898262113936,-0.00310934346037276,3.53318688470951e-05,2.43483666275837e-05,1.70741236657986e-05,-0.00389811212492831,0.00650614338083222,1,0.938764705881895,0.858000000000175,0.0807647058817202,4556.694,80.7647058817202,1,0,0,1,final10,0.903526903991969,66.4064343130322,0.0893882689324303,85045.6585996754,85045.6585996754
2281656,2281656,NaN,22,7.90383233732622,169.67450111727,2282071,11.7016626626935,2284974,6.63600000000042,159.87175361726,-75.6595387681175,2283596,873,paced,NA,NA,NaN,9.04159132007176,0.133209990505512,0.396734101523219,2,0,2281656,2282469,2282468,2284198,2282071,2283596,2.93730993306853,-1.64587749906739,0.83,2.254,2259.51637871119,2942.65849009062,1.624,3.458,NaN,2284199,NaN,1.55,109729.884863597,138034.525800404,-0.0544081015768478,-0.021412461858278,-0.00253506709375571,6.01585243236003e-05,2.45599204894136e-05,1.58717442589058e-05,-0.00220901780732613,0.0128141245465911,1,0.953999999999724,0.845999999999549,0.108000000000175,4563.312,108.000000000175,1,0,0,1,final10,0.903727677418857,66.3916813650838,0.119505026457344,109729.884863597,109729.884863597
2284974,2284974,NaN,22,11.7016626626935,97.8567780658326,2285325,4.14489608049351,2287898,5.84799999999996,89.9334986942391,-65.9329631195382,2286322,874,paced,NA,NA,NaN,10.2599179206567,0.133496258930424,0.397232322671585,2,0,2284974,2285776,2285775,2286775,2285325,2286322,2.03275485816229,-1.4948416751661,0.702,1.092,1866.48700667265,1965.79614574982,1.602,1.998,NaN,2286776,NaN,2.244,82976.4767223954,89024.9300657604,-0.047027872036662,-0.0260624971010438,-0.00393793071119272,4.83467905439821e-05,3.32911196908767e-05,2.66615834612939e-05,-0.00416191746022649,0.00862351567740927,1,0.94976519916106,0.849233256350666,0.100531942810394,4569.948,100.531942810394,1,0,0,1,final10,0.904903830155051,66.3053884850054,0.111096825386592,82976.4767223954,82976.4767223954
2287898,2287898,NaN,22,4.14489608049351,103.620762736101,2288359,2.06422225962756,2291509,7.22199999999975,100.516203566041,-70.4307080133312,2288989,875,paced,NA,NA,NaN,8.30794793685988,0.134758910683798,0.43849938085792,3,0,2287898,2288768,2288767,2290371,2288359,2288989,2.09183506779504,-1.49546675726271,0.922,0.442,2056.24507486124,2857.2010482643,1.738,3.206,NaN,2290372,NaN,2.274,96939.2296233017,138596.665357714,-0.0337902771708806,-0.0398997180776839,-0.00395248643736324,3.23362508683992e-05,3.66828659345955e-05,1.81484474344372e-05,-0.00639234553027861,0.00732686020824946,0,0.984000000000378,0.814000000000306,0.170000000000073,4575.796,170.000000000073,0,0,0,1,final10,0.890399304062139,67.3854974125325,0.190925576002257,96939.2296233017,96939.2296233017
2291509,2291509,NaN,22,2.06422225962756,57.5861029046513,2292056,2.51910751168869,2293819,4.61999999999989,55.2944380189932,-79.7009653524142,2292494,876,paced,NA,NA,NaN,12.9870129870133,0.134126051146727,0.397043570314356,2,0,2291509,2292250,2292249,2293062,2292056,2292494,1.13763268175765,-1.38942690774194,1.094,0.488,949.485953044525,1257.90233793754,1.48,1.624,NaN,2293063,NaN,1.512,50164.3080962607,68001.4797577268,-0.0158436293319477,-0.0414964049038481,-0.00447822722917742,1.71486508569786e-05,4.53004294119301e-05,2.22917105926566e-05,-0.00717204399492166,0.00409503137387618,1,0.982585365853995,0.92650214592308,0.0560832199309157,4583.018,56.0832199309157,1,0,0,1,final10,0.945824115727292,63.4367415699302,0.0592956121527843,50164.3080962607,50164.3080962607
2293819,2293819,NaN,22,2.51910751168869,93.0189102702693,2294283,5.08119421088302,2297086,6.53399999999965,89.2187594089835,-134.764287374596,2295445,877,paced,NA,NA,NaN,9.18273645546422,0.138246113613683,0.416108014628569,3,0,2293819,2294787,2294786,2296033,2294283,2295445,1.80571837097232,-2.30032395987404,0.928,1.316,2079.81029555386,2889.21635673975,1.934,2.492,NaN,2296034,NaN,2.104,106032.36124661,146459.746783985,-0.0291510208250132,-0.0265539361615913,-0.00574029603009703,3.07677488706731e-05,3.90246734667935e-05,3.31124078280262e-05,-0.0038146896899456,0.00654490400670316,1,0.92650214592308,0.850000000000364,0.0765021459227158,4587.638,76.5021459227158,1,0,0,1,final10,0.882867476358186,67.9603695987296,0.0866519018667285,106032.36124661,106032.36124661
2297086,2297086,NaN,22,5.08119421088302,193.49485482451,2297423,3.82583635229943,2300464,6.75600000000031,189.041339542918,-87.5089427230337,2298119,878,paced,NA,NA,NaN,8.88099467140279,0.139791346718224,0.383994575547624,1,0,2297086,2297873,2297872,2299850,2297423,2298119,3.37897515823193,-1.66284516463142,0.674,0.492,2698.19648992265,3156.62843876567,1.572,3.954,NaN,2299851,NaN,1.226,139626.961661935,168567.354547479,-0.0761326873051602,-0.0499038109953452,-0.00295179692192834,9.23127258233745e-05,4.07979273618163e-05,1.51793373452507e-05,-0.00784005229364413,0.0158480054486676,1,0.90424669603478,0.847999999999956,0.056246696034824,4594.172,56.246696034824,1,0,1,1,final10,0.880745341862602,68.124118457569,0.0638626097253871,139626.961661935,139626.961661935
2300464,2300464,NaN,22,3.82583635229943,130.997331923979,2300778,1.67596588122235,2303611,6.29399999999987,128.246430807219,-65.0601253900525,2301470,879,paced,NA,NA,NaN,9.53288846520516,0.134885140490339,0.361967984050875,1,0,2300464,2301168,2301167,2302775,2300778,2301470,2.01775371299847,-1.06664282510543,0.628,0.604,1445.41748076875,1581.91869296864,1.406,3.214,NaN,2302776,NaN,1.67,83164.1615401576,92819.4409899411,-0.0492373132613901,-0.0308143753047469,-0.0019512725638129,5.82644434700865e-05,2.86899816701445e-05,1.11929235917753e-05,-0.00506141707220853,0.00932644336216759,1,0.886245535713825,0.841999999999643,0.0442455357141815,4600.928,44.2455357141815,1,0,1,1,final10,0.852296271481197,70.3980552393202,0.0519133277883378,83164.1615401576,83164.1615401576
2303611,2303611,NaN,22,1.67596588122235,182.248648699762,2303963,6.54597911995524,2307094,6.96600000000035,178.137676199174,-94.0220747311567,2304785,880,paced,NA,NA,NaN,8.61326442721748,0.0461545660363809,0.33040875561207,2,0,2303611,2304456,2304197,2306534,2303963,2304785,2.77744282843985,-1.49086530032413,0.704,0.658,1818.97141022248,3338.44649705797,1.172,4.156,2304198,2306535,0.516,1.118,104269.815062555,192396.189640231,-0.0594694400950871,-0.0378276077407562,-0.00550544925944405,7.47218656455868e-05,5.2613847348345e-05,1.80927513953856e-05,-0.00462819250924528,0.0133747480057178,0,0.935537796976396,0.739999999999782,0.195537796976615,4607.222,195.537796976615,0,0,0,1,final10,0.833047178410932,72.0247322780112,0.23472595795788,104269.815062555,104269.815062555
2307094,2307094,NaN,22,6.54597911995524,136.490856770253,2307537,4.81737405367094,2310736,7.28399999999965,130.80918018344,-85.0868002213123,2308339,881,paced,NA,NA,NaN,8.23723228995097,0.0431979198531404,0.303318672821697,1,0,2307094,2308010,2308009,2310171,2307537,2308339,2.57487717506219,-1.49076759389766,0.886,0.658,2529.2944214523,3137.73015393089,1.83,4.322,NaN,2310172,NaN,1.128,134363.498977395,169013.171790765,-0.0451767192094084,-0.0345861268027191,-0.0025398341816858,4.68184977046212e-05,2.41686516401018e-05,1.14956131320173e-05,-0.00546115736450209,0.0104611658255571,1,0.944000000000415,0.831999999999425,0.11200000000099,4614.188,112.00000000099,1,0,1,1,final10,0.901421907485863,66.5615063287565,0.12424814514811,134363.498977395,134363.498977395
2310736,2310736,NaN,22,4.81737405367094,164.806103119502,2311122,4.07257010307129,2314142,6.8119999999999,160.361131041131,-85.5117149999098,2311816,882,paced,NA,NA,NaN,8.80798590722268,0.130234216273094,0.320668626692584,2,0,2310736,2311553,2311552,2313449,2311122,2311816,2.77036807047416,-1.54106731671302,0.772,0.526,2336.86483996837,2877.22826577077,1.632,3.792,NaN,2313450,NaN,1.384,126185.510908648,150160.448621971,-0.0553698606560946,-0.0427784072068917,-0.00279150543820748,6.17115211212963e-05,3.20692151912966e-05,1.64033085111742e-05,-0.0068279151336811,0.0121265690499155,1,0.950423076923528,0.774000000000342,0.176423076923186,4621.472,176.423076923186,1,0,0,1,final10,0.865060726618547,69.3592925372247,0.203942996710543,126185.510908648,126185.510908648
2314142,2314142,NaN,22,4.07257010307129,75.2468009261305,2314765,8.33761482594127,2317538,6.79200000000037,69.0417084616242,-69.0440123225903,2315388,883,paced,NA,NA,NaN,8.83392226148362,0.128307380485625,0.323674562166009,3,0,2314142,2315214,2315213,2316983,2314765,2315388,1.36851883389471,-1.38533776813544,1.246,0.348,1903.36749596434,2673.58971374487,2.142,3.538,NaN,2316984,NaN,1.108,96979.1358254618,128390.258559506,-0.0169403821966105,-0.0330884442163403,-0.00337953991836921,1.64394821302784e-05,4.60339940007243e-05,1.65636855680045e-05,-0.00461088786149883,0.00363209088864469,0,0.954000000000633,0.851999999999862,0.102000000000771,4628.284,102.000000000771,0,0,0,1,final10,0.905647187527409,66.2509648639351,0.112626640269541,96979.1358254618,96979.1358254618
2317538,2317538,NaN,22,8.33761482594127,113.742872274188,2317946,1.7464916578628,2320979,6.88199999999961,108.700819032286,-69.6662314051775,2318633,884,paced,NA,NA,NaN,8.71839581517051,0.128180750836344,0.277712591946713,2,0,2317538,2318395,2318394,2320051,2317946,2318633,2.39821276754489,-1.5708017596025,0.816,0.476,2184.06245798089,2668.87408536073,1.712,3.312,NaN,2320052,NaN,1.854,103518.077993802,118268.720730714,-0.0449186678476298,-0.0405021035110466,-0.00333161966320308,4.63855199721982e-05,3.67235783174594e-05,1.84015102414937e-05,-0.0063925864027738,0.00969495094556461,1,0.937813559321975,0.869999999999891,0.0678135593220841,4635.076,67.8135593220841,1,0,0,1,final10,0.897072223517691,66.8842468053708,0.0755943139741488,103518.077993802,103518.077993802
2320979,2320979,NaN,22,1.7464916578628,84.5085466832388,2321356,1.98603057559417,2323341,4.72400000000016,82.6422855665103,-62.4683525732784,2321878,885,paced,NA,NA,NaN,12.7011007620656,0.12646817566324,0.29051182670253,1,0,2320979,2321619,2321618,2322574,2321356,2321878,2.02095916725572,-1.51271053431384,0.754,0.518,1479.67888806233,1581.13998435699,1.278,1.91,NaN,2322575,NaN,1.532,64187.5265281819,72020.4331208785,-0.0407455753651971,-0.0487010317959878,-0.00356978671012971,4.67612487455346e-05,5.06194874722229e-05,2.34054475125275e-05,-0.00882448061897783,0.00897366589769411,1,0.916225108225269,0.854000000000269,0.0622251082249996,4641.958,62.2251082249996,1,0,1,1,final10,0.870314241720275,68.9406160715044,0.0714972882691251,64187.5265281819,64187.5265281819
2323341,2323341,NaN,22,1.98603057559417,119.875018290245,2323751,0.0640040939675064,2326714,6.74600000000009,118.850000955465,-77.8242460157931,2324584,886,paced,NA,NA,NaN,8.89415950192694,0.130187282391478,0.287204056270176,2,0,2323341,2324061,2324060,2325076,2323751,2324584,2.53635294129473,-1.5208490256614,0.82,1.046,1936.11678624508,2021.92884251362,1.438,2.03,NaN,2325077,NaN,3.274,85286.6933606098,98920.0655682679,-0.046628474255407,-0.0348658571864582,-0.00351789362268286,5.20125114183153e-05,3.93916192062586e-05,2.54815615547604e-05,-0.00557581874953875,0.0108932060065408,1,0.92200000000048,0.867999999999483,0.0540000000009968,4646.682,54.0000000009968,1,0,0,1,final10,0.89615992579215,66.9523354851688,0.0602571019377642,85286.6933606098,85286.6933606098
2326714,2326714,NaN,22,0.0640040939675064,99.3510147248675,2327126,0.324650050432178,2330189,6.94999999999982,99.1566876526676,-52.1459055390706,2327631,887,paced,NA,NA,NaN,8.63309352518008,0.140749677324769,0.23043522650956,1,0,2326714,2327393,2327392,2328703,2327126,2327631,1.89486621907286,-1.07145111733202,0.824,0.476,1254.49644229849,1443.07936252249,1.356,2.62,NaN,2328704,NaN,2.97,63033.9822017227,77748.2749518174,-0.0346682283943719,-0.0409198392660945,-0.00182111912542359,4.00078540328601e-05,3.86554312665628e-05,1.21688515068875e-05,-0.00708986884227752,0.00840111337682359,1,0.910557734205475,0.863517084282515,0.0470406499229604,4653.428,47.0406499229604,1,0,1,1,final10,0.896744167120587,66.9087151050649,0.0524571574008742,63033.9822017227,63033.9822017227
2330189,2330189,NaN,22,0.324650050432178,147.18031306722,2330605,4.42954135767728,2333187,5.99600000000009,144.803217363165,-86.3758084454566,2331559,888,paced,NA,NA,NaN,10.0066711140759,0.135454044430164,0.249269781107142,1,0,2330189,2331008,2331007,2332276,2330605,2331559,2.45182228077668,-1.82915155510998,0.832,1.102,2207.83172487417,2859.91722757852,1.636,2.536,NaN,2332277,NaN,1.82,118812.987806682,154328.63859471,-0.0443291704360896,-0.0319035662561833,-0.00455524819338884,4.68012711351021e-05,3.32728597767039e-05,2.0827890480478e-05,-0.00556860204452266,0.00936689203535779,1,0.969999999999345,0.80199999999968,0.167999999999665,4660.378,167.999999999665,1,0,1,1,final10,0.877081294767671,68.4087100681965,0.191544388190569,118812.987806682,118812.987806682
2333187,2333187,NaN,22,4.42954135767728,164.993407267481,2333512,8.44963139833568,2336098,5.82200000000012,158.553820889475,-90.74879395476,2334175,889,paced,NA,NA,NaN,10.3057368601853,0.0986379045235054,0.203551948713229,2,0,2333187,2333978,2333977,2335695,2333512,2334175,2.77209154344337,-1.68631752093098,0.65,0.394,2505.06198456824,3219.82311003109,1.58,3.434,NaN,2335696,NaN,0.804,134395.496372512,172602.473960465,-0.0651652773586908,-0.0479821446133505,-0.00373586857297858,7.71586376452308e-05,5.65950237370821e-05,2.18033429788223e-05,-0.007312873447249,0.012835388782124,0,0.964247422680151,0.869062068965415,0.0951853537147367,4666.374,95.1853537147367,0,0,0,1,final10,0.894460400830764,67.079548680157,0.106416509469094,134395.496372512,134395.496372512
2336098,2336098,NaN,22,8.44963139833568,157.132095442973,2336469,8.12440928642715,2338747,5.29799999999977,148.845075100592,-89.1529463425248,2337602,890,paced,NA,NA,NaN,11.3250283125713,0.0930626871660734,0.254578689014544,2,0,2336098,2336841,2336840,2338034,2336469,2337602,2.489714250626,-1.44121551465533,0.742,1.522,1852.91098513546,2080.53753027272,1.484,2.386,NaN,2338035,NaN,1.424,103846.286813135,119834.886148861,-0.0523561918182809,-0.0250059038153509,-0.00331977934202517,5.75822096343955e-05,3.0867286069166e-05,2.39432749398014e-05,-0.00317612821248246,0.0108155542369639,1,0.869062068965415,0.805999999999585,0.0630620689658294,4672.196,63.0620689658294,1,0,0,1,final10,0.827936713074706,72.4693071976216,0.0761677408067049,103846.286813135,103846.286813135
2338747,2338747,NaN,22,8.12440928642715,99.2896026666279,2339099,3.11431037222617,2342057,6.61999999999989,93.6702428373013,-61.2945475681553,2339737,891,paced,NA,NA,NaN,9.06344410876148,0.105518045538132,0.298522084530263,1,0,2338747,2339559,2339558,2340815,2339099,2339737,1.63998283735386,-1.09684990209011,0.704,0.356,1541.41198342615,1490.00623492919,1.622,2.512,NaN,2340816,NaN,2.482,86970.6800854883,84677.874761545,-0.0372472417145997,-0.0312970845464125,-0.00195976083044006,3.76262094181964e-05,4.00606405026331e-05,1.53759966680397e-05,-0.00452450802316325,0.00682852419383717,1,0.940000000000509,0.807999999999993,0.132000000000517,4677.494,132.000000000517,1,0,1,1,final10,0.85967548029096,69.7937784379901,0.153546312564179,86970.6800854883,86970.6800854883
2342057,2342057,NaN,22,3.11431037222617,154.910051298897,2342444,3.21365665844841,2344937,5.76000000000022,151.746067783559,-101.414925741648,2343005,892,paced,NA,NA,NaN,10.4166666666663,0.109025763435839,0.323854612807165,1,0,2342057,2342812,2342811,2344222,2342444,2343005,2.85593054941363,-2.09176139218072,0.774,0.386,2470.9119033612,2893.72593381868,1.508,2.82,NaN,2344223,NaN,1.428,120829.823835541,142714.233109742,-0.0564709354802388,-0.0627689383483431,-0.00445302552469677,6.59532669293524e-05,6.6203024372668e-05,2.24817363782887e-05,-0.00999043871370769,0.013016840069265,1,0.929429787234351,0.8100000000004,0.119429787233951,4684.114,119.429787233951,1,0,1,1,final10,0.870394130303891,68.9342883999591,0.137213456612182,120829.823835541,120829.823835541
