sniffOnset,finalOnset,manOnset,condition,Yonset,inhaleMax,inMaxTim,Yend,endTim,length,amp,exhaleMin,exMinTim,index,task,noseMouth,shadowFile,warp,rateBPM,localPeriodCV,localAmpCV,nSubPeaks,nearSeam,bm_inhaleOnsets,bm_exhaleOnsets,bm_inhaleOffsets,bm_exhaleOffsets,bm_inhalePeaks,bm_exhaleTroughs,bm_peakInspiratoryFlows,bm_troughExpiratoryFlows,bm_inhaleTimeToPeak,bm_exhaleTimeToTrough,bm_inhaleVolumes,bm_exhaleVolumes,bm_inhaleDurations,bm_exhaleDurations,bm_inhalePauseOnsets,bm_exhalePauseOnsets,bm_inhalePauseDurations,bm_exhalePauseDurations,bm_inhaleVolumesRaw,bm_exhaleVolumesRaw,bm_inhale_smoothness,bm_inpeak_to_extrough_smoothness,bm_exhale_smoothness,bm_inhale_curvature,bm_inpeak_to_extrough_curvature,bm_exhale_curvature,bm_inpeak_to_extrough_slope,bm_max_flowchange,goodBreath,maxRR,minRR,RR_max_min,onsetSec,rsa_ms,good,nearSeamWide,clean,final10,period,meanRR,hrBPM,rsaNorm,depthVol,depth
459822,459822,NaN,6,6.0086629007327,164.40922602441,460176,5.89013375150981,461639,3.63400000000001,158.459827698289,-121.917204686666,460592,211,paced,NA,NA,NaN,16.5107319757842,0.056490865881436,0.182135348843471,1,0,459822,460398,460397,461162,460176,460592,2.00815404125657,-1.55415357782494,0.708,0.388,1299.47781635364,1308.9048718921,1.15,1.528,NaN,461163,NaN,0.952,101494.198320495,104814.0667888,-0.0436470985576682,-0.0611529452027771,-0.00468973376821689,4.98653932641109e-05,6.67859450314934e-05,2.6020165208561e-05,-0.0104811535643789,0.00894059274514447,1,0.922000000000025,0.895438752783962,0.0265612472160635,919.644,26.5612472160635,1,0,1,0,paced,0.910331950063369,65.9100232567069,0.0291775403622981,101494.198320495,101494.198320495
461639,461639,NaN,6,5.89013375150981,186.479530374478,462052,7.21097556144021,463779,4.27999999999997,179.928975718003,-121.719163417289,462542,212,paced,NA,NA,NaN,14.0186915887851,0.0565224240903667,0.162582124612289,1,0,461639,462303,462302,463260,462052,462542,2.30505350147689,-1.62717850963827,0.826,0.478,1535.38850842703,1692.27396391352,1.326,1.914,NaN,463261,NaN,1.036,115845.893115365,125645.927596472,-0.042587520371318,-0.0564150425021116,-0.00273583282286428,4.66198014301728e-05,5.61707504996261e-05,1.90178400422329e-05,-0.00980181276916011,0.00986143099616421,1,0.896000000000072,0.870000000000005,0.0260000000000673,923.278,26.0000000000673,1,0,1,0,paced,0.882630893263473,67.9785859048664,0.0294573872255184,115845.893115365,115845.893115365
463779,463779,NaN,6,7.21097556144021,127.508798968103,464201,3.88671868254388,465719,3.88,121.959951846111,-119.307807941394,464630,213,paced,NA,NA,NaN,15.4639175257732,0.0570197153557288,0.205272143076193,1,0,463779,464438,464437,465218,464201,464630,1.70019280980671,-1.55708304147059,0.844,0.384,1291.10976870363,1305.81615510267,1.316,1.56,NaN,465219,NaN,1,95395.1042692583,97962.557950768,-0.0311941232777589,-0.0546048334594149,-0.00425845036526327,3.15673049321415e-05,6.27527526211401e-05,2.50396079324295e-05,-0.00940111208024418,0.00683370957866125,1,0.898000000000025,0.864000000000033,0.0339999999999918,927.558,33.9999999999918,1,0,1,0,paced,0.882684374086858,67.974467161119,0.0385188647246248,95395.1042692583,95395.1042692583
465719,465719,NaN,6,3.88671868254388,168.777880968271,466096,8.88588956248621,467738,4.03800000000001,162.391576845756,-103.879463989563,466696,214,paced,NA,NA,NaN,14.8588410104011,0.0502632313490363,0.218386466899408,1,0,465719,466423,466422,467466,466096,466696,2.03236908840657,-1.43648838513074,0.754,0.546,1490.08251527974,1683.64582832903,1.406,2.086,NaN,467467,NaN,0.542,106202.862813089,121619.916801001,-0.0419541621934021,-0.0402960910733382,-0.00266824037055125,4.73098860812382e-05,3.21109693203099e-05,1.40181972049953e-05,-0.00683621844622312,0.00909410738871097,1,0.894599552572715,0.846000000000004,0.0485995525727116,931.438,48.5995525727116,1,0,1,0,paced,0.86860693246953,69.076123799075,0.0559511451682047,106202.862813089,106202.862813089
467738,467738,NaN,6,8.88588956248621,217.882996924863,468115,7.47854775348461,469725,3.97400000000005,209.700778266877,-116.645475984835,468604,215,paced,NA,NA,NaN,15.0981378963259,0.0380584498531447,0.240583427064408,1,0,467738,468350,468349,469208,468115,468604,2.49005259340665,-1.5548929778022,0.754,0.508,1609.95936831479,1571.21889642546,1.222,1.716,NaN,469209,NaN,1.032,115449.776907647,113282.213838221,-0.0523218108624353,-0.0575110801390328,-0.00379307979353318,5.90918432903095e-05,6.14908361421297e-05,2.06368073107209e-05,-0.0100512972491694,0.011359486559386,1,0.92999999999995,0.889999999999986,0.0399999999999636,935.476,39.9999999999636,1,0,1,0,paced,0.90685725215367,66.1625629144032,0.0441083752762287,115449.776907647,115449.776907647
469725,469725,NaN,6,7.47854775348461,121.224918685886,470163,4.53086481755077,471689,3.928,115.220212400369,-107.212537383865,470597,216,paced,NA,NA,NaN,15.2749490835031,0.0302793364426659,0.278332469420143,1,0,469725,470413,470412,471314,470163,470597,1.72237483713231,-1.44247589564383,0.876,0.368,1338.88680110227,1410.61525275643,1.374,1.802,NaN,471315,NaN,0.748,100057.219130388,105572.995219446,-0.0302278619949108,-0.0525976235589757,-0.00332241332555609,3.0411280336436e-05,5.51825905673125e-05,1.93583744001357e-05,-0.00903729203807292,0.00677487785334474,1,0.894000000000005,0.879999999999995,0.01400000000001,939.45,14.00000000001,1,0,1,0,paced,0.889051464092522,67.4876567030274,0.0157471198973843,100057.219130388,100057.219130388
471689,471689,NaN,6,4.53086481755077,140.866087476578,472084,10.6355279163972,473738,4.09799999999996,133.282891109604,-111.610471252697,472627,217,paced,NA,NA,NaN,14.6412884333823,0.0414330729967488,0.25869793616557,1,0,471689,472395,472394,473337,472084,472627,1.9210311756719,-1.52832129917229,0.79,0.464,1587.11884279989,1686.40957896584,1.41,1.884,NaN,473338,NaN,0.8,117162.213349386,125141.389573475,-0.0372763830060652,-0.0448626895846561,-0.0032774854823145,3.99004998897109e-05,4.11058724529465e-05,1.78891319444569e-05,-0.00781647902344882,0.00803952108221573,1,0.909910514541405,0.868000000000052,0.0419105145413532,943.378,41.9105145413532,1,0,1,0,paced,0.888517378932039,67.5282233332538,0.0471690430993346,117162.213349386,117162.213349386
473738,473738,NaN,6,10.6355279163972,130.628921200223,474106,8.43671262380917,475863,4.25,121.09280093012,-103.679076838737,474671,218,paced,NA,NA,NaN,14.1176470588235,0.0432141750443234,0.262104671975924,1,0,473738,474460,474459,475546,474106,474671,1.73734654946608,-1.46934106161556,0.736,0.422,1518.84661450123,1646.3943991285,1.442,2.172,NaN,475547,NaN,0.632,114434.956574304,125300.000948645,-0.0372888170111273,-0.0404339759572266,-0.00280555651441759,3.88487195140036e-05,4.1292472053334e-05,1.59889996579116e-05,-0.0068017198694727,0.0072966973841706,1,0.922000000000025,0.891999999999939,0.0300000000000864,947.476,30.0000000000864,1,0,1,0,paced,0.908961195745393,66.0094185327648,0.0330047092664775,114434.956574304,114434.956574304
475863,475863,NaN,6,8.43671262380917,227.597652156482,476211,14.794849525417,477872,4.01800000000003,215.981871081869,-100.099249608747,476788,219,paced,NA,NA,NaN,14.9328023892483,0.0443208750174764,0.226416453997607,1,0,475863,476476,476475,477511,476211,476788,2.55896276769947,-1.37553702681229,0.696,0.624,1655.02276786533,1712.20577427889,1.224,2.07,NaN,477512,NaN,0.72,119672.227066402,124768.144337965,-0.0577656300395763,-0.0469270445776276,-0.00202604572984709,6.92050663651674e-05,4.36660543638693e-05,1.57530859036549e-05,-0.00806584194068988,0.0122832516860669,1,0.910008752735225,0.891999999999939,0.0180087527352861,951.726,18.0087527352861,1,0,1,0,paced,0.900673045527576,66.616848697692,0.0199947726033451,119672.227066402,119672.227066402
477872,477872,NaN,6,14.794849525417,158.963556528943,478140,10.2298856874463,479726,3.70799999999997,146.451188922511,-112.522509168807,478670,220,paced,NA,NA,NaN,16.1812297734629,0.0450647962938332,0.199353999318601,1,0,477872,478448,478447,479391,478140,478670,2.11531380417055,-1.44007326287381,0.536,0.444,1530.06340054482,1554.53569412325,1.15,1.886,NaN,479392,NaN,0.668,113460.182981812,117203.478791815,-0.0607841491228881,-0.0471228167719301,-0.0027754226117685,4.7376141511682e-05,4.37188269114471e-05,1.65478031669904e-05,-0.00815909507198236,0.00852551198875207,1,0.892000000000053,0.875999999999976,0.0160000000000764,955.744,16.0000000000764,1,0,1,0,paced,0.881661839542849,68.0533026484515,0.0181475473730071,113460.182981812,113460.182981812
479726,479726,NaN,6,10.2298856874463,160.613129450883,480100,12.2825023594027,481795,4.13800000000003,149.356935427459,-104.053955886972,480684,221,paced,NA,NA,NaN,14.4997583373609,0.0538353218161504,0.213562896035828,1,0,479726,480426,480425,481444,480100,480684,2.10769228944866,-1.49324755079277,0.748,0.516,1643.92927681284,1742.56658933722,1.398,2.036,NaN,481445,NaN,0.7,120943.108492908,128114.407360613,-0.0441517540086163,-0.0431399940452169,-0.00245802698025337,5.03244815784663e-05,3.70214370563588e-05,1.62051473083397e-05,-0.0074147621614828,0.00953812865216386,1,0.892000000000053,0.867999999999938,0.0240000000001146,959.452,24.0000000001146,1,0,1,0,paced,0.882546018723616,67.9851234123464,0.0271940493650684,120943.108492908,120943.108492908
481795,481795,NaN,6,12.2825023594027,156.535100854609,482127,7.56930259059079,483751,3.91199999999992,146.609198379613,-100.81098503497,482704,222,paced,NA,NA,NaN,15.3374233128837,0.054605202385754,0.200793830018838,1,0,481795,482465,482464,483463,482127,482704,1.93796476640408,-1.40992057271013,0.664,0.478,1545.71516977864,1588.96544703777,1.338,1.996,NaN,483464,NaN,0.574,114578.969084111,119494.091801158,-0.0460118941530285,-0.0409419423477336,-0.00239572771272884,4.93727597783268e-05,3.66682521796699e-05,1.46578087402555e-05,-0.00714804730016573,0.00833888549089945,1,0.886000000000014,0.853845433255306,0.0321545667447078,963.59,32.1545667447079,1,0,1,0,paced,0.868688540857342,69.0696344869286,0.0370150695357087,114578.969084111,114578.969084111
483751,483751,NaN,6,7.56930259059079,156.493050311733,484187,8.86163884551382,485699,3.89600000000007,148.277579593681,-102.175028740533,484665,223,paced,NA,NA,NaN,15.4004106776178,0.0601087776878506,0.0859199140396394,1,0,483751,484444,484443,485320,484187,484665,1.88311843113414,-1.36191851752855,0.872,0.442,1344.61409637783,1361.0374604187,1.384,1.752,NaN,485321,NaN,0.756,100335.453100471,103262.4475723,-0.0345269007915921,-0.0478200356289347,-0.00304303361885819,3.88641072367084e-05,4.41819098828294e-05,1.7575376590675e-05,-0.00812738453969943,0.00858412715914914,1,0.894000000000005,0.851999999999975,0.04200000000003,967.502,42.00000000003,1,0,1,0,paced,0.868583286608295,69.0780042916693,0.0483546030042031,100335.453100471,100335.453100471
485699,485699,NaN,6,8.86163884551382,131.743280952286,486034,15.0489305406479,487862,4.32600000000002,119.787996259205,-85.9650078539473,486725,224,paced,NA,NA,NaN,13.8696255201109,0.0685835085442103,0.0878993722124492,1,0,485699,486437,486436,487861,486034,486725,1.69062063950378,-1.22005443382543,0.67,0.576,1446.00765729441,1705.99115154962,1.474,2.848,NaN,NaN,NaN,NaN,108965.12804345,130461.713766972,-0.0392162424016573,-0.0293729603876394,-0.00302655984612726,4.20713060521545e-05,2.44223435705698e-05,1.24951922485045e-05,-0.00508522492798427,0.00715029431098435,1,0.883256235827625,0.831999999999994,0.0512562358276314,971.398,51.2562358276314,1,0,1,0,paced,0.857027427720222,70.0094280058294,0.0598069958670729,108965.12804345,108965.12804345
487862,487862,NaN,6,15.0489305406479,146.258266843119,488121,10.2444440817665,489739,3.75399999999991,133.611579531912,-87.3323884158915,488737,225,paced,NA,NA,NaN,15.9829515183808,0.274775855437806,0.0869971517198836,1,0,487862,488492,488491,489738,488121,488737,1.87391503386976,-1.13865389171316,0.518,0.49,1496.70907311689,1508.2267465274,1.258,2.492,NaN,NaN,NaN,NaN,117005.438817792,122145.221361098,-0.0568979820737972,-0.0342480969712457,-0.00265815212272819,4.62079930728617e-05,3.00400964893193e-05,1.26191391612201e-05,-0.00593464394346204,0.00812298001196321,1,0.898000000000025,0.864000000000033,0.0339999999999918,975.724,33.9999999999918,1,0,0,0,paced,0.879948954489643,68.185773383638,0.0386386049173856,117005.438817792,117005.438817792
489739,489739,NaN,6,10.2444440817665,131.543561809266,490040,-0.836454828918791,491590,3.702,126.839567182842,-121.603963463417,490690,226,paced,NA,NA,NaN,16.2074554294976,0.285179929746241,0.0845777904233542,2,0,489739,490473,490472,491589,490040,490690,1.64030777917053,-1.5037765588297,0.602,0.434,1761.20807725152,1839.92458815329,1.466,2.232,NaN,NaN,NaN,NaN,142575.83359518,149173.659654756,-0.0412656604198387,-0.0350730023189871,-0.00245754228660135,3.24446628594154e-05,4.39183777937473e-05,1.76439834054561e-05,-0.0058868928514938,0.00660471823815745,1,0.890801781737184,0.830000000000041,0.0608017817371432,979.478,60.8017817371432,1,0,0,0,paced,0.857893120718408,69.9387820591864,0.070873376028738,142575.83359518,142575.83359518
491590,491590,NaN,6,-0.836454828918791,137.220661345015,491899,-22.6499261239744,493360,3.54000000000008,148.963851821462,-104.424939339236,492565,227,paced,NA,NA,NaN,16.9491525423725,0.288165262586426,0.100772019594409,1,0,491590,492330,492329,493359,491899,492565,1.74469188059817,-1.30453684336012,0.618,0.47,1753.69164813047,1887.16924304579,1.478,2.058,NaN,NaN,NaN,NaN,143634.408333164,156923.355217376,-0.0413845826404641,-0.0324058711115328,-0.0032916878586356,3.70052495711841e-05,3.45713672716668e-05,1.80021718910913e-05,-0.00572585396587443,0.00769049627090013,1,0.888000000000034,0.850000000000023,0.0380000000000109,983.18,38.0000000000109,1,0,0,0,paced,0.866819676536535,69.2185487063884,0.0438384141807252,143634.408333164,143634.408333164
493360,493360,NaN,6,-22.6499261239744,135.461556513775,493641,36.6861416345832,494056,1.39199999999994,128.44344875847,49.5825293393453,493956,228,paced,NA,NA,NaN,43.103448275864,0.27596111293966,0.0870045250762939,1,0,493360,493956,493955,494055,493641,493956,1.57321364050685,0.623506397471356,0.562,0,1192.18004861224,156.304155007786,1.19,0.198,NaN,NaN,NaN,NaN,102721.861931508,3863.42359273524,-0.0458264238700965,-0.0450584980831829,-0.107216743432417,4.99193526241152e-05,3.13073824125835e-05,5.27620622525826e-05,-0.0032623864384694,0.00924435262337625,0,0.888000000000034,0.851581081081091,0.0364189189189428,986.72,36.4189189189428,0,0,0,0,paced,0.878127521888112,68.3272059062567,0.0414733828642979,102721.861931508,102721.861931508
494056,494056,NaN,6,36.6861416345832,176.72639658186,494167,28.9465351550789,495546,2.98000000000002,143.910058187029,-144.17325360254,494477,229,paced,NA,NA,NaN,20.1342281879193,0.326716044103236,0.157279277225031,1,0,494056,494296,494295,495545,494167,494477,1.40729589874477,-1.59844244676195,0.222,0.362,508.488772168598,1944.88279220361,0.478,2.498,NaN,NaN,NaN,NaN,56632.8979682026,172704.776839119,-0.13718357283621,-0.0711367952960321,-0.00475442471375206,5.18853138287096e-05,0.000101254999472687,2.25958386995418e-05,-0.0117233912078315,0.00538420587088684,1,0.885999999999967,0.846000000000004,0.0399999999999636,988.112,39.9999999999636,1,0,0,0,paced,0.874981014354774,68.5729164583589,0.0457152776388643,56632.8979682026,56632.8979682026
495546,495546,NaN,6,28.9465351550789,182.960624175102,495816,19.5322600403768,497576,4.06000000000006,158.721226577374,-112.436771266123,496474,230,paced,NA,NA,NaN,14.7783251231525,0.327495851760912,0.137019697451385,1,0,495546,496196,496195,497379,495816,496474,2.1409622742999,-1.28341828001053,0.54,0.556,1760.70537397341,1669.09453401134,1.298,2.366,NaN,497380,NaN,0.392,155641.257590037,149926.08787131,-0.062844831817677,-0.0362612130383817,-0.00279017292835058,4.89831780588678e-05,2.94700582622868e-05,1.20547612349368e-05,-0.00636631384735283,0.00886772257786517,1,0.910571428571458,0.855999999999995,0.0545714285714634,991.092,54.5714285714634,1,0,0,0,paced,0.873378546510989,68.6987334869749,0.0624831337905742,155641.257590037,155641.257590037
497576,497576,NaN,6,19.5322600403768,119.359655655156,497955,-84.5576521741514,499131,3.1099999999999,151.872351722043,-102.016500562573,498786,231,paced,NA,NA,NaN,19.2926045016083,0.332556191622154,0.142186238203596,1,0,497576,498434,498433,499130,497955,498786,1.3072116378478,-1.0960729948333,0.758,0.704,1462.20487585867,1254.44072130649,1.714,1.392,NaN,NaN,NaN,NaN,130767.319173339,114643.348738013,-0.0287095447908941,-0.0200542707904696,-0.0102225330700418,1.86469369852719e-05,1.52024165696041e-05,1.21320789512906e-05,-0.00347790709779616,0.00437134926694516,1,0.912000000000035,0.810000000000059,0.101999999999975,995.152,101.999999999975,1,0,0,0,paced,0.851482036902917,70.4653737831477,0.119791135431322,130767.319173339,130767.319173339
499131,499131,NaN,6,-84.5576521741514,167.338823183158,500025,24.0085092735053,501630,4.99800000000005,197.613394633481,-129.379697617505,500695,232,paced,NA,NA,NaN,12.0048019207682,0.178550565785786,0.155685803604213,1,0,499131,500451,500450,501629,500025,500695,1.83680399639873,-1.4470623599339,1.788,0.488,2372.40990232358,1623.27890113637,2.638,2.356,NaN,NaN,NaN,NaN,212166.353086656,147363.088537733,-0.0221009049117785,-0.0347005885542615,-0.00440366643940272,1.82242558664299e-05,3.15578924203518e-05,1.82588397489409e-05,-0.005933194371873,0.00714399027524826,1,0.892000000000053,0.84800000000007,0.0439999999999827,998.262,43.9999999999827,1,0,1,0,paced,0.870013387365138,68.9644560317765,0.0505739344232829,212166.353086656,212166.353086656
501630,501630,NaN,6,24.0085092735053,179.935300475392,501972,25.7731104359333,503588,3.91600000000005,155.044490620673,-144.656491497907,502561,233,paced,NA,NA,NaN,15.3217568947904,0.147891268739858,0.183312427092181,1,0,501630,502317,502316,503587,501972,502561,2.10545824244814,-1.52491228747651,0.684,0.488,1865.39782494447,2030.97961392068,1.372,2.54,NaN,NaN,NaN,NaN,164803.045712601,181491.097204815,-0.0488778512074659,-0.0433148526250575,-0.00403515136707449,3.52819608339467e-05,3.65896886228211e-05,1.51762622076352e-05,-0.00748948416140903,0.00815055853890367,1,0.895119638826153,0.827999999999975,0.0671196388261787,1003.26,67.1196388261787,1,0,1,0,paced,0.858179059035834,69.9154790230027,0.0782116950063868,164803.045712601,164803.045712601
503588,503588,NaN,6,25.7731104359333,164.100450472961,503875,21.4255958643823,505777,4.37799999999993,140.501097322804,-125.578256084137,504620,234,paced,NA,NA,NaN,13.7048880767476,0.162450958725809,0.185323850577079,1,0,503588,504299,504298,505567,503875,504620,1.97325324299416,-1.40509198311259,0.574,0.642,1828.72023691702,1946.93104748585,1.42,2.536,NaN,505568,NaN,0.418,157830.968063117,168167.377477134,-0.0550300937758127,-0.0315739932333354,-0.00270930597344566,3.7905568353703e-05,2.61562851078134e-05,1.13015963646115e-05,-0.00573435899984869,0.00724898261637252,1,0.895999999999958,0.847999999999956,0.0480000000000018,1007.176,48.0000000000018,1,0,1,0,paced,0.867186275438959,69.1892868918258,0.0553514295134627,157830.968063117,157830.968063117
505777,505777,NaN,6,21.4255958643823,138.502569050213,506140,16.3701750836849,507823,4.09199999999998,119.604683576179,-109.685814170106,506749,235,paced,NA,NA,NaN,14.6627565982405,0.180309405116709,0.222488164174087,1,0,505777,506446,506445,507476,506140,506749,1.57096079546539,-0.992733991773124,0.726,0.606,1459.24007148056,1231.19120933569,1.336,2.06,NaN,507477,NaN,0.692,134921.856081187,134491.3888702,-0.0357230579783643,-0.029748600513136,-0.00210823017099825,2.25078752882764e-05,3.14577223917292e-05,1.33111858371762e-05,-0.00549832649277516,0.00542073194231452,1,0.885999999999967,0.841999999999985,0.0439999999999827,1011.554,43.9999999999827,1,0,1,0,paced,0.859719318259975,69.790219581708,0.0511794943598991,134921.856081187,134921.856081187
507823,507823,NaN,6,16.3701750836849,130.880589586286,508214,11.1583064730635,509615,3.58400000000006,117.116348807911,-114.813364687593,508667,236,paced,NA,NA,NaN,16.7410714285711,0.214998200700821,0.889001094179464,1,0,507823,508485,508484,509428,508214,508667,1.14003575355774,-0.994136566729375,0.782,0.364,924.679058969441,977.300882796531,1.322,1.886,NaN,509429,NaN,0.372,111802.919319231,119683.429547318,-0.0232696369917033,-0.034006143262287,-0.00220932290990939,2.0676214644871e-05,3.9165984302631e-05,1.31853535249859e-05,-0.00589928416329582,0.00413971071230729,1,0.882000000000062,0.846000000000004,0.0360000000000582,1015.646,36.0000000000582,1,0,0,0,paced,0.85618116611678,70.0786263170571,0.0420471757903022,111802.919319231,111802.919319231
509615,509615,NaN,6,11.1583064730635,198.485409005238,509984,56.4524835305846,512034,4.83799999999997,164.680014003414,-123.178471748337,511402,237,paced,NA,NA,NaN,12.4018189334437,0.297682883040481,0.819031657031671,2,0,509615,510436,510435,512033,509984,511402,1.50147719687481,-0.951933406080775,0.738,1.932,1223.08255478174,1942.92019803441,1.64,3.194,NaN,NaN,NaN,NaN,141289.288837913,227242.636469323,-0.0320465123026951,-0.0120770919079247,-0.00378301710631911,3.54544484913179e-05,1.1715711830502e-05,1.11179923569589e-05,-0.00161226278804427,0.00666757070487689,1,0.861999999999966,0.789999999999964,0.0720000000000027,1019.23,72.0000000000027,1,0,0,0,paced,0.827037556659738,72.5480959320997,0.087057715118523,141289.288837913,141289.288837913
512034,512034,NaN,6,56.4524835305846,223.991511944935,512253,-19.6936417745579,513463,2.85799999999995,205.612091066922,-106.442795273276,512701,238,paced,NA,NA,NaN,20.9937018894336,0.28952321675377,0.738554568773069,2,0,512034,512522,512521,512922,512253,512701,1.44382848564418,-0.694105717561238,0.438,0.358,948.700443123639,383.178384557086,0.974,0.8,NaN,512923,NaN,1.08,116914.659720901,48430.5488963931,-0.0614044347276809,-0.0342369170154573,-0.008004298361652,4.05782893764481e-05,4.44877249932395e-05,3.55023846752906e-05,-0.00593165822848485,0.0059113058329161,1,0.83400000000006,0.740000000000009,0.0940000000000509,1024.068,94.0000000000509,1,0,0,0,paced,0.798024769241203,75.1856362266182,0.117790830088432,116914.659720901,116914.659720901
513463,513463,NaN,6,-19.6936417745579,646.199535938525,513665,-36.3799624452349,514756,2.58600000000001,674.236338048421,-345.309055870587,514338,239,paced,NA,NA,NaN,23.2018561484918,0.308495465862452,0.674412709161387,2,0,513463,513847,513846,514547,513665,514338,4.04808828228556,-2.09957734536377,0.404,0.982,1777.95184634208,1860.57513095864,0.766,1.4,NaN,514548,NaN,0.416,266517.566780295,248304.872919929,-0.150459181925924,-0.070095541335407,-0.0128918811509364,0.000194589827241327,0.000120654437622289,9.77757468241559e-05,-0.00797891640235484,0.0262982085567507,1,0.814000000000078,0.7457081081081,0.0682918918919779,1026.926,68.2918918919779,1,0,0,0,paced,0.781222190181539,76.8027339137119,0.0874167333573927,266517.566780295,266517.566780295
514756,514756,NaN,6,-36.3799624452349,533.033858562108,514941,-2.1468324548973,515754,1.99600000000009,552.297256012174,-237.320745040135,515319,240,paced,NA,NA,NaN,30.0601202404795,0.309574383072485,0.598201481295173,1,0,514756,515121,515120,515558,514941,515319,2.86914982356219,-1.56688853268806,0.37,0.396,1267.95849578048,955.376701803302,0.728,0.874,NaN,515559,NaN,0.39,196008.911252525,133322.001662684,-0.117785999685917,-0.0866164834072818,-0.014092338592939,0.000145662331996166,0.000125981001773472,7.48725414865966e-05,-0.0144899336687632,0.0182436422169219,1,0.827999999999975,0.794000000000096,0.0339999999998781,1029.512,33.9999999998781,1,0,0,0,paced,0.8129934595479,73.8013317270296,0.0418207546451669,196008.911252525,196008.911252525
515754,515754,NaN,6,-2.1468324548973,275.900304992117,516046,0.470766353717915,517344,3.18000000000006,276.738338042706,-257.879356747663,516569,241,paced,NA,NA,NaN,18.8679245283015,0.213148529049607,0.561387567013424,2,0,515754,516237,516236,516847,516046,516569,2.01735534123639,-1.79033996079599,0.584,0.664,1162.47015170364,1298.63494520391,0.964,1.22,NaN,516848,NaN,0.992,167041.339659453,179210.222181096,-0.0521254656760049,-0.0505619917921914,-0.00576595513174715,5.04382364739589e-05,5.19910297727457e-05,3.98231867685153e-05,-0.00801320258527634,0.00959684747889034,1,0.837493917274901,0.810000000000173,0.0274939172747281,1031.508,27.4939172747281,1,0,0,0,paced,0.818969051850201,73.2628416964585,0.0335713751485654,167041.339659453,167041.339659453
517344,517344,NaN,6,0.470766353717915,216.542771112196,517644,4.43869200916557,518524,2.3599999999999,214.088041930754,-144.863651311078,517965,242,paced,NA,NA,NaN,25.4237288135604,0.239187960424173,0.536301985221019,1,0,517344,517807,517806,518260,517644,517965,1.30954289285425,-0.966112725464712,0.6,0.316,630.030838455113,561.237306325125,0.924,0.906,NaN,518261,NaN,0.526,93216.6591675332,84028.9410380176,-0.033698478996597,-0.0518360465073469,-0.00692315882017803,4.39123567419927e-05,6.80545084711265e-05,3.52339531001781e-05,-0.00863550391452171,0.00666798299565996,1,0.867999999999938,0.837493917274901,0.0305060827250373,1034.688,30.5060827250373,1,0,0,0,paced,0.855806854287576,70.1092772269831,0.0356459901813153,93216.6591675332,93216.6591675332
518524,518524,NaN,6,4.43869200916557,250.917362638026,518719,29.3656264102394,520347,3.64599999999996,234.015203428323,-206.31833517166,519504,243,paced,NA,NA,NaN,16.4563905650029,0.269284186805282,0.493368081965907,1,0,518524,519262,518953,519926,518719,519504,1.57356546452931,-1.43008399284349,0.39,0.484,768.201506557854,1042.06113093281,0.858,1.328,518954,519927,0.616,0.84,112530.012396853,139934.772508007,-0.0653699243947813,-0.0293046457669989,-0.00853904948235322,7.25628622164249e-05,4.81840982344225e-05,2.71750317192192e-05,-0.00328548376854159,0.00953122630379899,1,0.859124423963112,0.837999999999965,0.0211244239631466,1037.048,21.1244239631466,1,0,0,0,paced,0.844510297313733,71.0470910666826,0.0250138145506815,112530.012396853,112530.012396853
520347,520347,NaN,7,29.3656264102394,282.703226399372,520754,12.661064690728,523916,7.13800000000015,261.689880848889,-256.444750072503,521569,244,paced,NA,NA,NaN,8.40571588680285,0.340893523299491,0.205741500256822,3,0,520347,521390,521389,523326,520754,521569,1.90980200088512,-2.08516346280701,0.814,0.358,2656.81162518796,3126.06060966732,2.084,3.872,NaN,523327,NaN,1.178,359783.438900593,395032.163532838,-0.0377564581429401,-0.0371318740691686,-0.00352434297714543,3.3463211854682e-05,5.74459618707459e-05,1.80680552714244e-05,-0.00420023279431868,0.00699462993151201,1,0.932000000000016,0.751999999999953,0.180000000000064,1040.694,180.000000000064,1,0,0,0,paced,0.839624189814033,71.4605423806207,0.214381627141938,359783.438900593,359783.438900593
523916,523916,NaN,7,12.661064690728,192.806748904181,524319,16.8369462123611,525623,3.41399999999999,178.057743452637,-226.407394420243,524928,245,paced,NA,NA,NaN,17.5746924428823,0.372365631440712,0.219397125565281,2,0,523916,524534,524533,525205,524319,524928,1.96032078587418,-1.63992928370254,0.806,0.788,1268.55497568448,1349.89468585604,1.234,1.342,NaN,525206,NaN,0.834,144640.864029328,157015.398808485,-0.0374993688960487,-0.0437867485814083,-0.00711114408635875,4.10833453461446e-05,5.87507456674832e-05,5.57348500276834e-05,-0.00652383158098116,0.00887346795743427,1,0.902000000000044,0.809999999999945,0.0920000000000982,1047.832,92.0000000000982,1,0,0,0,paced,0.848738082956373,70.6931869853237,0.108396220044279,144640.864029328,144640.864029328
