sniffOnset,finalOnset,manOnset,condition,Yonset,inhaleMax,inMaxTim,Yend,endTim,length,amp,exhaleMin,exMinTim,index,task,noseMouth,shadowFile,warp,rateBPM,localPeriodCV,localAmpCV,nSubPeaks,bm_inhaleOnsets,bm_exhaleOnsets,bm_inhaleOffsets,bm_exhaleOffsets,bm_inhalePeaks,bm_exhaleTroughs,bm_peakInspiratoryFlows,bm_troughExpiratoryFlows,bm_inhaleTimeToPeak,bm_exhaleTimeToTrough,bm_inhaleVolumes,bm_exhaleVolumes,bm_inhaleDurations,bm_exhaleDurations,bm_inhalePauseOnsets,bm_exhalePauseOnsets,bm_inhalePauseDurations,bm_exhalePauseDurations,bm_inhaleVolumesRaw,bm_exhaleVolumesRaw,bm_inhale_smoothness,bm_inpeak_to_extrough_smoothness,bm_exhale_smoothness,bm_inhale_curvature,bm_inpeak_to_extrough_curvature,bm_exhale_curvature,bm_inpeak_to_extrough_slope,bm_max_flowchange,goodBreath,maxRR,minRR,RR_max_min,onsetSec,rsa_ms,good,clean,final10,period,meanRR,hrBPM,rsaNorm,depthVol,depth
822334,822334,NaN,8,25.2527031420695,39.5306923377773,822583,36.5545006090232,823601,2.53400000000011,8.6270904622309,-25.3648556103307,823101,366,paced,NA,NA,NaN,23.6779794790835,0.307601104150735,0.596421392688322,5,822334,822976,822975,823600,822583,823101,0.617277109303753,-0.330578391899413,0.498,0.25,550.725075491162,329.227329801507,1.282,1.248,NaN,NaN,NaN,NaN,37929.0893476659,23978.4221960801,-0.0220951362603925,-0.0135782043858738,-0.00943179052943725,2.39101540092551e-05,2.20174937355916e-05,2.0545743143813e-05,-0.00194327694181168,0.00454971714849073,1,0.711142857142799,0.662000000000035,0.0491428571427649,1644.668,49.1428571427649,1,0,0,paced,0.680851085663631,88.1249971739673,0.0721785691137806,37929.0893476659,37929.0893476659
823601,823601,NaN,8,36.5545006090232,181.63922104423,823895,11.1665246066675,827335,7.46800000000007,157.778708436384,-107.002115323597,825810,367,paced,NA,NA,NaN,8.03427959292975,0.301591863606309,0.581840215999785,2,823601,824902,824901,826785,823895,825810,2.75161285079641,-1.91741767485559,0.588,1.816,2623.58473063713,3084.00858536114,2.6,3.766,NaN,826786,NaN,1.098,170981.199263028,183129.216531686,-0.0782942291642466,-0.0180172967154381,-0.00250486480799308,5.3641192048546e-05,2.7610267204812e-05,2.0355986694494e-05,-0.0018482019486978,0.00946017201288574,1,0.80600000000004,0.711142857142799,0.0948571428572406,1647.202,94.8571428572406,1,0,0,paced,0.778021319559661,77.1187093355724,0.121921007140173,170981.199263028,170981.199263028
827335,827335,NaN,8,11.1665246066675,109.350162405578,827664,8.9789531025032,830881,7.09199999999987,99.2774235509929,-99.5741639588379,828286,368,paced,NA,NA,NaN,8.46023688663298,0.411609240707812,0.826344061938033,6,827335,828067,828066,829450,827664,828286,2.0450343244048,-1.70616140624698,0.658,0.438,1707.70197146868,2274.09826915651,1.462,2.766,NaN,829451,NaN,2.86,102377.278033319,142189.584879534,-0.0478354344039443,-0.0426487814207473,-0.00480871884631266,5.97056165053736e-05,4.70044358953388e-05,3.72505241300412e-05,-0.0067339466504664,0.00934378788850299,1,0.834845771144286,0.710000000000036,0.124845771144249,1654.67,124.845771144249,1,0,0,paced,0.746573178272611,80.3672054477305,0.167225095647171,102377.278033319,102377.278033319
830881,830881,NaN,8,8.9789531025032,122.232235690155,831343,-21.7328523922761,834880,7.99800000000005,128.609185335041,-116.382178798284,833300,369,paced,NA,NA,NaN,7.50187546886717,0.40410596209663,0.738829126036411,6,830881,833077,831866,833824,831343,833300,2.14135720350099,-1.85805164722733,0.924,0.446,2557.00196081954,1761.64707690891,1.97,1.494,831867,833825,2.42,2.11,151129.692897058,111985.322374585,-0.035375045959234,-0.0162642780202707,-0.00840550999601731,3.81062727267143e-05,3.28427725753016e-05,2.60563489863244e-05,-0.00138132010260023,0.00869026440527709,1,0.844000000000051,0.642000000000053,0.201999999999998,1661.762,201.999999999998,1,0,0,paced,0.745701619287608,80.4611367980129,0.270885827219974,151129.692897058,151129.692897058
834880,834880,NaN,8,-21.7328523922761,214.25622799977,835134,29.7760612980307,837869,5.97800000000007,210.234623546892,-183.46015612743,836917,370,paced,NA,NA,NaN,10.0368016058881,0.295383245739096,0.528327259971008,9,834880,835990,835989,837373,835134,836917,3.05084608095927,-2.15420876454631,0.508,1.854,2631.03276927136,2803.56118464255,2.218,2.766,NaN,837374,NaN,0.99,174226.663768623,180980.987208757,-0.0931352992373149,-0.0233015084233488,-0.00822981936987269,9.72662560767134e-05,5.1490263264433e-05,5.38067184874272e-05,-0.00218789757944223,0.0169572739715139,1,0.782000000000153,0.539999999999964,0.242000000000189,1669.76,242.000000000189,1,0,0,paced,0.711777315632213,84.2960272577765,0.339993976606631,174226.663768623,174226.663768623
837869,837869,NaN,8,29.7760612980307,36.170494425975,838137,44.8538766664598,839071,2.404,-1.14447455627023,-16.9287717098851,838683,371,paced,NA,NA,NaN,24.9584026622297,0.325208910499847,0.55239041154523,NaN,837869,838485,838484,838939,838137,838683,0.573188025998991,-0.283909839976088,0.536,0.396,317.195611331092,199.435205039073,1.23,0.908,NaN,838940,NaN,0.262,27157.2982185067,24503.2281045486,-0.0213222554731472,-0.0135820543822498,-0.0155751092493763,5.85943928105424e-05,4.09310300297042e-05,5.22671060703051e-05,-0.00129838332822014,0.00596459590991927,1,0.656964705882372,0.614000000000033,0.0429647058823389,1675.738,42.9647058823389,1,0,0,paced,0.629585572333119,95.300786162637,0.0682428374638895,27157.2982185067,27157.2982185067
839071,839071,NaN,8,44.8538766664598,156.66184388836,839340,20.7307723645508,842363,6.58400000000006,123.869519372855,-162.265323250317,840692,372,paced,NA,NA,NaN,9.11300121506675,0.401145707241483,0.556569408959707,4,839071,840278,839685,841357,839340,840692,2.49234303089778,-2.27183766523082,0.538,0.828,2065.96617052302,2555.01046655347,1.228,2.158,839686,841358,1.184,2.01,136141.120604008,169901.496015315,-0.0778784793526428,-0.0260565550120473,-0.00468755791248233,5.55585589826051e-05,3.49895666138105e-05,2.26772975449868e-05,-0.00285099362785047,0.00850664324690964,1,0.822000000000116,0.61521172638437,0.206788273615747,1678.142,206.788273615747,1,0,0,paced,0.755704025522395,79.3961630130577,0.273636591353077,136141.120604008,136141.120604008
842363,842363,NaN,8,20.7307723645508,178.304950468797,842695,-8.77414126373877,846154,7.58199999999988,172.326634918391,-109.80123734323,844418,373,paced,NA,NA,NaN,7.91347929306264,0.370679139166818,0.562311566090474,4,842363,843530,843529,844958,842695,844418,2.49685841155854,-1.54208722223074,0.664,1.776,2430.35888183392,2276.12855307736,2.332,2.856,NaN,844959,NaN,2.39,165190.835038824,159327.325862081,-0.0597840349694232,-0.0173524177358376,-0.00277723875635492,7.11996279212183e-05,2.72182908854211e-05,2.29688686073159e-05,-0.00203028555789083,0.012109950124001,1,0.791999999999916,0.701999999999998,0.0899999999999181,1684.726,89.9999999999181,1,0,0,paced,0.738714053378861,81.2222262803332,0.121833339420389,165190.835038824,165190.835038824
846154,846154,NaN,8,-8.77414126373877,162.969522720218,846464,-98.9140638209463,848430,4.55199999999991,216.813625262561,-171.469750188684,848225,374,paced,NA,NA,NaN,13.181019332162,0.45261171444337,0.633452664389762,2,846154,847406,847405,848429,846464,848225,2.03941541221005,-2.10126975293433,0.62,1.638,1950.39291832051,2127.74521648455,2.502,2.046,NaN,NaN,NaN,NaN,144129.924569494,167009.912310077,-0.0507998881521504,-0.0181066327288321,-0.0133575614172242,6.93016754565845e-05,3.36936549389562e-05,4.18951840912011e-05,-0.00186031244998347,0.0107922810949564,1,0.801999999999907,0.725999999999885,0.0760000000000218,1692.308,76.0000000000218,1,0,0,paced,0.756213382524589,79.342684732307,0.100500733994284,144129.924569494,144129.924569494
848430,848430,NaN,8,-98.9140638209463,37.7468661616944,848771,-17.2159532893682,849937,3.01400000000012,95.8118747168516,-34.1509295725699,849468,375,paced,NA,NA,NaN,19.9071001990702,0.378692562662887,0.385073273396427,3,848430,849309,849308,849702,848771,849468,0.700338759890074,-0.412741559089965,0.682,0.318,963.363450913296,220.775658126287,1.756,0.786,NaN,849703,NaN,0.468,84050.7880415051,18683.6743226449,-0.0434938728734984,-0.0117636746991959,-0.00462879598896742,4.09074816327596e-05,1.67297384966187e-05,1.75284126393426e-05,-0.00166484783724348,0.00921662043163163,0,0.774069825436416,0.679999999999836,0.0940698254365796,1696.86,94.0698254365796,0,0,0,paced,0.710957551852146,84.3932241013425,0.132314264320724,84050.7880415051,84050.7880415051
849937,849937,NaN,8,-17.2159532893682,219.9126145785,850196,-26.7853746681726,852574,5.27399999999989,241.91327855727,-181.290385322249,851845,376,paced,NA,NA,NaN,11.3765642775884,0.400354612556817,0.388887421028796,4,849937,851131,851130,852117,850196,851845,2.86757021997319,-2.40354486094728,0.518,1.428,2573.85350964147,2209.53949048471,2.386,1.972,NaN,852118,NaN,0.912,190509.400119482,165106.182054486,-0.0795890287640075,-0.0255757435433723,-0.0144934840910511,8.49538009650698e-05,5.24235938257007e-05,5.39592926646027e-05,-0.00228731486735072,0.0151434934219177,1,0.796000000000049,0.713180327868738,0.0828196721313111,1699.874,82.8196721313111,1,0,0,paced,0.745114258395205,80.5245629431725,0.111150298357845,190509.400119482,190509.400119482
852574,852574,NaN,8,-26.7853746681726,78.2467190551559,852922,20.7833708482625,853779,2.41000000000008,81.247720965111,-22.1029681803202,853576,377,paced,NA,NA,NaN,24.8962655601651,0.38955846665668,0.389559353144717,2,852574,853454,853453,853778,852922,853576,0.95042505496561,-0.333296617688232,0.696,0.244,1008.48039818185,217.493091576264,1.758,0.648,NaN,NaN,NaN,NaN,76312.4726300972,13260.4763454237,-0.0308137999607746,-0.0145109527468125,-0.0378535518752579,3.47416265822372e-05,2.28031492851998e-05,6.74917105666329e-05,-0.00195758284582476,0.0166072335580404,0,0.713180327868738,0.642000000000053,0.0711803278686852,1705.148,71.1803278686852,0,0,0,paced,0.669560986693935,89.6109558238445,0.106308953602792,76312.4726300972,76312.4726300972
853779,853779,NaN,8,20.7833708482625,217.900640032511,853941,16.7723607233025,857153,6.74800000000005,199.122774246729,-175.69964405676,855520,378,paced,NA,NA,NaN,8.89152341434493,0.388867824062037,0.376624829486679,3,853779,855079,854460,856098,853941,855520,2.91104192317138,-2.46585014217759,0.324,0.882,2085.44035646262,2482.89062266318,1.362,2.038,854461,856099,1.236,2.108,156244.359707551,170008.570566266,-0.16580223709139,-0.0254781949129283,-0.00596832388752708,0.000103025455415607,4.07875601693121e-05,3.08442958610078e-05,-0.00235336360896846,0.015428708926849,1,0.880000000000109,0.65694080996886,0.22305919003125,1707.558,223.05919003125,1,0,0,paced,0.771163106904324,77.8045519330635,0.289250338915557,156244.359707551,156244.359707551
857153,857153,NaN,8,16.7723607233025,132.465041237828,857571,8.0916428140182,861015,7.72399999999993,120.033039469167,-77.5538542161574,858434,379,paced,NA,NA,NaN,7.76799585706894,0.308979349140642,0.317897935420457,3,857153,857867,857866,859231,857571,858434,1.69241879943169,-1.24896505913074,0.836,1.134,1169.26300918288,1675.6413410745,1.426,2.728,NaN,859232,NaN,3.566,84617.5969692107,118267.775431171,-0.0313312152979836,-0.0251019368222634,-0.00396118350720585,4.71894413533466e-05,3.63291527846121e-05,2.29954080130008e-05,-0.00316389675052609,0.00928430068948893,1,0.854000000000042,0.675999999999931,0.178000000000111,1714.306,178.000000000111,1,0,0,paced,0.77568359801601,77.3511263528891,0.229475008180381,84617.5969692107,84617.5969692107
861015,861015,NaN,8,8.0916428140182,168.412239226167,861377,-8.64363061416242,864533,7.03600000000006,168.68823312624,-117.886466529137,863323,380,paced,NA,NA,NaN,8.52757248436605,0.289059474595565,0.25497098584444,3,861015,862648,862028,864057,861377,863323,2.40504547773626,-1.97600584086449,0.724,1.35,2324.84653007423,3379.58992664153,2.026,2.818,862029,864058,1.238,0.95,151039.844386263,211764.844931189,-0.0524339607014835,-0.0172605582156624,-0.00482047624173999,6.01576733963424e-05,3.1037014767098e-05,2.47834769188563e-05,-0.00190352910623738,0.0110461425272035,1,0.78745771144281,0.649999999999864,0.137457711442947,1722.03,137.457711442947,1,0,0,paced,0.692201006150802,86.6800242514073,0.198580629356959,151039.844386263,151039.844386263
864533,864533,NaN,8,-8.64363061416242,168.897484883994,865171,19.7602373357324,868438,7.80999999999995,163.339181523209,-137.124548144606,867027,381,paced,NA,NA,NaN,7.68245838668379,0.0585235330005901,0.259544318734524,8,864533,866533,866532,867831,865171,867027,2.52327708913014,-2.12509840938203,1.276,0.988,3043.63124382153,2777.08227413625,3.998,2.596,NaN,867832,NaN,1.212,210807.182389001,183488.35270521,-0.030773438406742,-0.0213184321616728,-0.00538276604102304,3.37838568163386e-05,5.4218388682973e-05,4.55501099729129e-05,-0.00178678136714075,0.00949751672348964,1,0.851999999999862,0.694926253687335,0.157073746312527,1729.066,157.073746312527,1,0,0,paced,0.764022942031394,78.5316731988063,0.205587735225459,210807.182389001,210807.182389001
868438,868438,NaN,8,19.7602373357324,180.732107526448,868826,8.64384804841542,872352,7.82799999999997,166.530064834374,-95.4601057169373,870747,382,paced,NA,NA,NaN,7.66479305058766,0.0413391603999545,0.262574552751079,3,868438,869773,869772,871755,868826,870747,2.58321856507869,-1.34508607171023,0.776,1.948,2691.70192839168,2159.79512743124,2.668,3.964,NaN,871756,NaN,1.192,183639.946570094,155640.012266731,-0.0526082748113093,-0.0149749684081741,-0.00317151570987527,6.14390028039435e-05,2.34665084193809e-05,1.63088815840421e-05,-0.00169114899369925,0.0120595608410994,1,0.80800000000022,0.761999999999944,0.0460000000002765,1736.876,46.0000000002765,1,0,0,paced,0.779946562864095,76.9283472186478,0.0589783995346511,183639.946570094,183639.946570094
872352,872352,NaN,8,8.64384804841542,146.72053671565,872641,-34.218552611698,876048,7.39200000000005,159.507888997291,-147.8775736921,874386,383,paced,NA,NA,NaN,8.11688311688306,0.138445660632572,0.400991939088282,7,872352,873657,873656,874846,872641,874386,1.8625457286577,-2.22989062584682,0.578,1.458,1699.39928476179,2410.81463067042,2.608,2.378,NaN,874847,NaN,2.402,117760.076865778,174814.538689839,-0.0497120694077837,-0.0173604727777846,-0.00333980730216555,5.58488814232777e-05,2.51896282814591e-05,2.69895945176416e-05,-0.00175358591862867,0.00788977233838573,1,0.820000000000164,0.645251533742381,0.174748466257783,1744.704,174.748466257783,1,0,0,paced,0.745524317170901,80.4802722300014,0.23439673560336,117760.076865778,117760.076865778
876048,876048,NaN,8,-34.218552611698,251.696107204712,876349,0.255424430604575,879961,7.82600000000002,268.677671295259,-163.734426169236,877949,384,paced,NA,NA,NaN,7.66675185279834,0.300882087520386,0.51616815115193,3,876048,877143,877142,878584,876349,877949,3.27694754420533,-1.77754842677255,0.602,1.612,2942.1714584818,2275.88884632481,2.188,2.882,NaN,878585,NaN,2.752,235712.412772638,197049.963763582,-0.0924089821324758,-0.0228628539421456,-0.00383308173652282,0.000113217229417125,3.24462145216829e-05,2.64262614561564e-05,-0.00256191759568541,0.017439384607136,1,0.909999999999854,0.642000000000053,0.267999999999802,1752.096,267.999999999802,1,0,0,paced,0.802283306582926,74.7865492248009,0.334046586537197,235712.412772638,235712.412772638
879961,879961,NaN,8,0.255424430604575,189.514413509086,880232,-39.6535613368685,883627,7.33199999999988,209.213481962218,-199.228411021101,883129,385,paced,NA,NA,NaN,8.18330605564661,0.296768069495458,0.522204835352422,3,879961,882745,880912,883626,880232,883129,1.9227556052877,-1.9493283476851,0.542,0.768,1788.18452953793,2193.1860728484,1.902,1.762,880913,NaN,3.664,NaN,158544.62265555,188410.896737294,-0.0544309664923115,-0.0113261895814224,-0.00632608561928852,6.53200458082478e-05,2.6060876749066e-05,3.27838410283297e-05,-0.000741133806826277,0.0106947121422907,1,0.759152882205437,0.6400000000001,0.119152882205337,1759.922,119.152882205337,1,0,0,paced,0.690186558650504,86.9330172371304,0.172638659376839,158544.62265555,158544.62265555
883627,883627,NaN,8,-39.6535613368685,348.614050508998,883905,-57.788250774728,886144,5.03400000000011,397.334956564796,-157.640853949948,885395,386,paced,NA,NA,NaN,11.9189511323001,0.29334292610469,0.513686744563386,1,883627,884697,884696,886028,883905,885395,4.00202831261978,-1.83648105698648,0.556,1.396,3555.07123579596,2580.93250254858,2.138,2.662,NaN,886029,NaN,0.23,298296.783866523,197395.182750236,-0.115758210276356,-0.0271107787484661,-0.00480619016129744,0.000112860845593831,2.7696165173599e-05,2.43309623354532e-05,-0.00338311530647383,0.0211510599729257,1,0.773999999999887,0.698011428571446,0.0759885714284412,1767.254,75.9885714284412,1,0,0,paced,0.725346897570817,82.7190413317265,0.104761696345468,298296.783866523,298296.783866523
886144,886144,NaN,8,-57.788250774728,59.6332866821791,886683,50.9632109244384,887489,2.69000000000005,63.0458066073239,-1.98060719932816,887324,387,paced,NA,NA,NaN,22.3048327137542,0.323754114050505,0.493377365404098,2,886144,887324,887323,887488,886683,887324,0.691408657352107,0.0173327699349868,1.078,0,818.68057819794,124.797110396043,2.358,0.328,NaN,NaN,NaN,NaN,72841.1894091783,3421.86174589589,-0.0186901106878697,-0.00731677868204734,-0.0525882499840941,2.38546919768488e-05,8.50262065133432e-06,5.97831195087434e-05,-0.00105873118821265,0.00991109243702937,0,0.734779291553065,0.680000000000064,0.0547792915530013,1772.288,54.7792915530013,0,0,0,paced,0.699701283395637,85.7508788733689,0.0782895399121729,72841.1894091783,72841.1894091783
887489,887489,NaN,8,50.9632109244384,179.980195378074,887647,-0.638207589155964,891057,7.13599999999997,154.817693710432,-91.5244671046217,889522,388,paced,NA,NA,NaN,8.40807174887896,0.391787501199683,0.495697295145829,4,887489,888675,888674,889977,887647,889522,2.0724263192724,-0.839024702876146,0.316,1.694,1735.23318457957,1314.86152732168,2.37,2.604,NaN,889978,NaN,2.158,152102.397013755,125481.314332198,-0.125092349036232,-0.0114883074928066,-0.0023896600041952,6.50997778506797e-05,1.91330338937486e-05,1.66101488311536e-05,-0.0012930781162023,0.00992358593687581,0,0.756000000000085,0.683260115606983,0.072739884393103,1774.978,72.739884393103,0,0,0,paced,0.734024156712929,81.7411790215312,0.0990973985363686,152102.397013755,152102.397013755
891057,891057,NaN,8,-0.638207589155964,139.047171336382,891345,-82.8969231155575,894801,7.48800000000006,180.814736688739,-165.635304545929,893341,389,paced,NA,NA,NaN,8.01282051282045,0.448038066573807,0.48247917652641,9,891057,893073,893072,893711,891345,893341,1.42873476586353,-1.69281051768418,0.576,0.536,1677.49149629423,1308.0462078271,4.03,1.276,NaN,893712,NaN,2.178,170259.60188813,130177.781861041,-0.037041504282999,-0.0135087066248419,-0.00955827658182752,4.97449083109758e-05,3.44996920340567e-05,3.26116600808494e-05,-0.000786905654432064,0.00713508651921513,1,0.791999999999916,0.66530746268657,0.126692537313346,1782.114,126.692537313346,1,0,0,paced,0.703467936086017,85.2917338831822,0.180097102958584,170259.60188813,170259.60188813
