sniffOnset,finalOnset,manOnset,condition,Yonset,inhaleMax,inMaxTim,Yend,endTim,length,amp,exhaleMin,exMinTim,index,task,noseMouth,shadowFile,warp,rateBPM,localPeriodCV,localAmpCV,nSubPeaks,bm_inhaleOnsets,bm_exhaleOnsets,bm_inhaleOffsets,bm_exhaleOffsets,bm_inhalePeaks,bm_exhaleTroughs,bm_peakInspiratoryFlows,bm_troughExpiratoryFlows,bm_inhaleTimeToPeak,bm_exhaleTimeToTrough,bm_inhaleVolumes,bm_exhaleVolumes,bm_inhaleDurations,bm_exhaleDurations,bm_inhalePauseOnsets,bm_exhalePauseOnsets,bm_inhalePauseDurations,bm_exhalePauseDurations,bm_inhaleVolumesRaw,bm_exhaleVolumesRaw,bm_inhale_smoothness,bm_inpeak_to_extrough_smoothness,bm_exhale_smoothness,bm_inhale_curvature,bm_inpeak_to_extrough_curvature,bm_exhale_curvature,bm_inpeak_to_extrough_slope,bm_max_flowchange,goodBreath,maxRR,minRR,RR_max_min,onsetSec,rsa_ms,good,clean,final10,period,meanRR,hrBPM,rsaNorm,depthVol,depth
717477,717477,NaN,7,-7.64531402940454,188.691355839182,717851,35.4884113881396,720840,6.72600000000011,174.769807159814,-181.989599444713,719448,330,paced,NA,NA,NaN,8.92060660124874,0.108843310503147,0.251464240598259,3,717477,718779,718778,719843,717851,719448,2.16107286534278,-2.0046414318549,0.748,1.338,2536.25169550134,2381.37842605191,2.602,2.128,NaN,719844,NaN,1.992,224817.736780312,211330.957257226,-0.0433297493606237,-0.0200728817479103,-0.00895355113588646,5.40286412275826e-05,3.61382847344775e-05,3.22014599819429e-05,-0.00235246574496805,0.0103218662846409,1,0.776000000000067,0.675999999999931,0.100000000000136,1434.954,100.000000000136,1,0,0,paced,0.726078615363663,82.6356798429443,0.137726133071762,224817.736780312,224817.736780312
720840,720840,NaN,7,35.4884113881396,174.788156752283,721108,-15.1093859900667,724082,6.48399999999992,164.598644053246,-138.018175637175,722893,331,paced,NA,NA,NaN,9.25354719309079,0.108731882481779,0.209920045580885,4,720840,722099,722098,723478,721108,722893,2.06325250545234,-1.47690818330805,0.536,1.588,2531.45341265457,2017.95728835809,2.516,2.758,NaN,723479,NaN,1.206,220857.692568535,180980.68823293,-0.0617898981530144,-0.0148436524276723,-0.00410082110922839,4.53447630241568e-05,2.40413546466438e-05,2.58272352629339e-05,-0.00180032299603136,0.00808722511530746,1,0.772000000000162,0.682000000000016,0.0900000000001455,1441.68,90.0000000001455,1,0,0,paced,0.719343651286492,83.4093689333249,0.12511405340019,220857.692568535,220857.692568535
724082,724082,NaN,7,-15.1093859900667,178.034480417772,724469,-73.7598568963872,726825,5.4860000000001,222.469101860999,-131.352848068915,726085,332,paced,NA,NA,NaN,10.9369303682098,0.0898179213679376,0.2348581059858,5,724082,725557,725556,726435,724469,726085,2.09691074741623,-1.61426886776113,0.774,1.056,3120.8908983663,2071.5711835054,2.948,1.756,NaN,726436,NaN,0.778,289825.670196673,175297.381512081,-0.0426570785669923,-0.0195899175916652,-0.00977277026530407,4.73835641851296e-05,5.15067889901621e-05,2.62719108038898e-05,-0.00246529922485656,0.0094217303860521,1,0.760000000000218,0.683999999999969,0.0760000000002492,1448.164,76.0000000002492,1,0,0,paced,0.711391714405212,84.3417188941615,0.106832843932955,289825.670196673,289825.670196673
726825,726825,NaN,8,-73.7598568963872,80.9748738430798,727301,64.0217015780023,727710,1.76999999999998,85.8439515022723,25.5673239888409,727564,333,paced,NA,NA,NaN,33.8983050847461,0.638867480522372,0.419945829573332,3,726825,727564,727563,727709,727301,727564,0.995515109162994,0.315127189997046,0.952,0,883.491578649359,198.931224354847,1.476,0.29,NaN,NaN,NaN,NaN,90051.9440238732,9653.19641758306,-0.0330149441719611,-0.0327955374496449,-0.0798250171497299,6.40603540256881e-05,3.32489727969605e-05,7.39220884717385e-05,-0.00286434172698329,0.0100548728322366,0,0.684542082738878,0.663999999999987,0.0205420827388909,1453.65,20.5420827388909,0,0,0,paced,0.674063034013705,89.012446866772,0.0304750174721394,90051.9440238732,90051.9440238732
727710,727710,NaN,8,64.0217015780023,201.378957229087,727873,-48.4099297132393,729871,4.32199999999989,193.573071296705,-146.229677901597,729403,334,paced,NA,NA,NaN,13.8824618232303,0.563405868080913,0.372595439444272,3,727710,728758,728757,729870,727873,729403,2.25045340327201,-1.86074858432765,0.326,1.29,2202.42273606865,2263.86253305444,2.094,2.224,NaN,NaN,NaN,NaN,184064.441029245,181340.876227152,-0.137104214048306,-0.0199524203233432,-0.00637779438155239,5.8008617315181e-05,3.03130186816347e-05,2.64567965945713e-05,-0.00238699031626051,0.00914907940710674,1,0.742000000000189,0.683732937685653,0.0582670623145357,1455.42,58.2670623145357,1,0,0,paced,0.710074807204922,84.4981393385562,0.0820576391716996,184064.441029245,184064.441029245
729871,729871,NaN,8,-48.4099297132393,55.94208088911,730392,-3.54531112169794,730871,2,81.9197013065786,-25.4716483096984,730794,335,paced,NA,NA,NaN,30,0.498649063880363,0.338383011742388,2,729871,730678,730677,730870,730392,730794,0.614306693667321,-0.239954364674357,1.042,0.232,600.744649877188,53.2221281465932,1.612,0.384,NaN,NaN,NaN,NaN,55428.3184196726,11203.1617749886,-0.0160441035631449,-0.0155339076035125,-0.00645277142782729,1.27255205725961e-05,2.84524519861514e-05,4.24783834878348e-05,-0.00256230981583352,0.00477047305772587,0,0.714718662952517,0.635999999999967,0.0787186629525496,1459.742,78.7186629525496,0,0,0,paced,0.667795013924993,89.8479305009295,0.11787848263478,55428.3184196726,55428.3184196726
730871,730871,NaN,8,-3.54531112169794,175.221327735466,731161,68.1462402910572,734317,6.89200000000005,142.920863150787,-116.256503666528,732774,336,paced,NA,NA,NaN,8.7057457922228,0.459267600834022,0.30689224391172,2,730871,731872,731871,733880,731161,732774,2.07456110573174,-1.45642049836946,0.58,1.804,1727.05894294048,2427.49651371474,2,4.016,NaN,733881,NaN,0.872,143717.005926897,189983.215932269,-0.0522169185121767,-0.0159070807847736,-0.00335508891366695,5.28913713960392e-05,2.21527942931178e-05,1.67822538310181e-05,-0.00178690674531982,0.0100656183761647,1,0.738000000000056,0.636622641509407,0.10137735849065,1461.742,101.37735849065,1,0,0,paced,0.701113118939269,85.5782018325024,0.144594867435979,143717.005926897,143717.005926897
734317,734317,NaN,8,68.1462402910572,195.780501335617,734547,-23.3780676371716,737609,6.58400000000006,173.396415008674,-156.862353800782,736173,337,paced,NA,NA,NaN,9.11300121506675,0.32788789099093,0.246020277935694,4,734317,735121,735120,737243,734547,736173,2.1273659154084,-2.00876930214481,0.46,2.104,1873.82665232665,2908.85429230909,1.606,4.244,NaN,737244,NaN,0.73,143043.653949852,218194.003186363,-0.0858075030745159,-0.0205333793198648,-0.00391015792272057,4.59917861501861e-05,4.4384033949043e-05,3.51549586563631e-05,-0.00184470547604221,0.00708746430815776,1,0.746000000000095,0.648829268292679,0.0971707317074152,1468.634,97.1707317074152,1,0,0,paced,0.703009766819108,85.3473206659427,0.138221026639617,143043.653949852,143043.653949852
737609,737609,NaN,8,-23.3780676371716,165.516654816706,737886,1.23371652073502,740724,6.23000000000002,176.588830374924,-138.314309715196,739469,338,paced,NA,NA,NaN,9.63081861958264,0.300480868620601,0.239700502954687,5,737609,738682,738681,740244,737886,739469,2.55747768651363,-1.77730759984955,0.554,1.574,3128.84463503343,2603.59226168828,2.144,3.124,NaN,740245,NaN,0.958,234412.905854971,192628.25392434,-0.0748453657322861,-0.0222010495761976,-0.0040524650327683,0.000103637085346076,5.03766432466988e-05,2.9130170049353e-05,-0.00257457419326704,0.0152947843469069,1,0.953999999999951,0.617999999999938,0.336000000000013,1475.218,336.000000000013,1,0,0,paced,0.78427942367987,76.5033458591552,0.428418736811286,234412.905854971,234412.905854971
740724,740724,NaN,8,1.23371652073502,166.185126884229,741180,13.9436051374669,744175,6.90199999999982,158.596466055128,-88.8583995822891,742039,339,paced,NA,NA,NaN,8.69313242538418,0.081240101138524,0.124215991613745,2,740724,741776,741775,743165,741180,742039,2.0512223688571,-1.28051608313923,0.912,0.526,2118.99877274556,1728.25984573951,2.102,2.778,NaN,743166,NaN,2.018,162544.199081315,133442.26984233,-0.0352666060505225,-0.026939581089057,-0.00261431487366889,3.95958922211431e-05,2.63829622308979e-05,1.86884795784593e-05,-0.00410844898120894,0.00908400701171552,1,0.841999999999871,0.763999999999896,0.0779999999999745,1481.448,77.9999999999745,1,0,0,paced,0.799663332919103,75.031575827011,0.0975410485750825,162544.199081315,162544.199081315
744175,744175,NaN,8,13.9436051374669,141.75869824352,744566,8.71248522564861,747598,6.846,130.430653061962,-205.003430222703,746213,340,paced,NA,NA,NaN,8.76424189307624,0.0951536338672392,0.113629415668854,4,744175,745844,745843,747298,744566,746213,1.85443469879763,-2.62877218566671,0.782,0.738,2181.68872407269,3275.10982369295,3.336,2.908,NaN,747299,NaN,0.598,174952.95662746,247962.158511572,-0.038074506223079,-0.0212801255311697,-0.0065680120096247,4.03451619806041e-05,4.12023444705112e-05,3.92003821681281e-05,-0.00191610224795662,0.0078292844023955,1,0.77704615384614,0.62247770700624,0.154568446839901,1488.35,154.568446839901,1,0,0,paced,0.693855985898844,86.4732757508375,0.222767332099423,174952.95662746,174952.95662746
747598,747598,NaN,8,8.71248522564861,186.012375829169,747903,-10.8252060132684,750441,5.68600000000015,187.068736222979,-147.950594866121,749463,341,paced,NA,NA,NaN,10.5522335561024,0.108131240491918,0.113007342442647,4,747598,748641,748640,750145,747903,749463,2.28746941826926,-1.69387326208629,0.61,1.644,2394.00294203832,2366.36881829145,2.084,3.008,NaN,750146,NaN,0.59,179288.771440589,179961.140957445,-0.0555876816768845,-0.0201141044198956,-0.00330702266845429,6.29278729185606e-05,4.00701748576802e-05,2.79627151452903e-05,-0.00249997816420834,0.0104074471399971,1,0.736000000000104,0.621999999999844,0.11400000000026,1495.196,114.00000000026,1,0,0,paced,0.68842044510193,87.1560402177134,0.165596476414033,179288.771440589,179288.771440589
750441,750441,NaN,8,-10.8252060132684,156.268914595484,751216,14.4798201064697,754111,7.33999999999992,154.441607548884,-143.972511357806,752833,342,paced,NA,NA,NaN,8.17438692098102,0.105978820083421,0.109633505980666,2,750441,752267,752266,753435,751216,752833,2.11559747906636,-1.76797497726152,1.55,1.132,2669.01412569437,2047.04712048962,3.65,2.336,NaN,753436,NaN,1.35,215242.977380634,159024.793630494,-0.0218840101633527,-0.0182504443258418,-0.00313125096344601,2.62384673282064e-05,3.04860568993998e-05,1.79315409605493e-05,-0.00204076883041016,0.00840610754243754,1,0.846000000000004,0.685448680351899,0.160551319648104,1500.882,160.551319648104,1,0,0,paced,0.74512266032944,80.5236549556449,0.21546965110029,215242.977380634,215242.977380634
754111,754111,NaN,8,14.4798201064697,162.812794472331,754484,-34.9606970490446,756989,5.75600000000009,173.053232943618,-148.126273236889,756196,343,paced,NA,NA,NaN,10.4239054899234,0.10589878173153,0.121574543229359,6,754111,755427,755426,756731,754484,756196,2.06868363236331,-2.05892313212878,0.746,1.538,2336.45399243814,2673.14210956263,2.63,2.608,NaN,756732,NaN,0.514,186680.824735111,211319.385488714,-0.0423894194395345,-0.0207598785527194,-0.0067193013050334,4.89683513263791e-05,5.53929620577998e-05,4.07775898602158e-05,-0.00201205471765946,0.00932798755289599,1,0.861999999999853,0.72199999999998,0.139999999999873,1508.222,139.999999999873,1,0,0,paced,0.78299049085365,76.6292831150291,0.178801660601572,186680.824735111,186680.824735111
756989,756989,NaN,8,-34.9606970490446,153.792897512327,757918,-0.400383612882277,760698,7.41799999999989,171.473437843291,-107.939784193734,759797,344,paced,NA,NA,NaN,8.08843354003786,0.108529152866168,0.137861581719088,2,756989,758930,758929,760697,757918,759797,2.16243991224235,-1.4792812334629,1.858,1.734,2927.97703342868,2338.34347181731,3.88,3.534,NaN,NaN,NaN,NaN,218308.456169946,169998.838619466,-0.0208810937398746,-0.0140032116103987,-0.00210396477312597,2.58653208465463e-05,1.85269805260963e-05,1.76563058370955e-05,-0.00179424829950701,0.00796167951416171,1,0.975999999999885,0.69399999999996,0.281999999999925,1513.978,281.999999999925,1,0,0,paced,0.821449902821581,73.0415814694326,0.343295432906242,218308.456169946,218308.456169946
760698,760698,NaN,8,-0.400383612882277,193.239604860299,761110,53.7673927754918,764232,7.06799999999998,166.556100278995,-140.888198619882,762690,345,paced,NA,NA,NaN,8.48896434634976,0.0977029672952502,0.26120117994105,3,760698,761874,761873,763170,761110,762690,2.45949835674217,-1.93414839080242,0.824,1.632,2457.64863455653,2563.67084455847,2.35,2.592,NaN,763171,NaN,2.122,178474.758439913,184824.610744801,-0.0458884015508561,-0.0196643502669589,-0.00492298350573502,5.31742616927154e-05,2.09746830083712e-05,2.12592767351198e-05,-0.00254109039969615,0.0112609674574089,1,0.897764957264882,0.745489361702112,0.15227559556277,1521.396,152.27559556277,1,0,0,paced,0.804376143883428,74.5919685165295,0.189308940500898,178474.758439913,178474.758439913
764232,764232,NaN,8,53.7673927754918,176.691826195028,764492,15.0011418461133,767552,6.6400000000001,142.307558884226,-137.62980160991,766151,346,paced,NA,NA,NaN,9.03614457831312,0.105074746395473,0.265743398905663,2,764232,765208,765207,766489,764492,766151,2.23928817913181,-1.66278152797309,0.52,1.886,2187.16807580165,2173.22889567582,1.95,2.562,NaN,766490,NaN,2.124,156885.916891958,159468.200177104,-0.0793187435738232,-0.0168653491712233,-0.00547333542536511,5.52729606801905e-05,2.06739270672832e-05,2.20952465368941e-05,-0.00207922993088136,0.00726786483068009,1,0.789999999999964,0.72199999999998,0.0679999999999836,1528.464,67.9999999999836,1,0,0,paced,0.75239582119327,79.7452594896691,0.0903779607549365,156885.916891958,156885.916891958
767552,767552,NaN,8,15.0011418461133,139.148075486196,767952,20.2584607643514,770699,6.29399999999987,121.518274180963,-119.277019816278,769587,347,paced,NA,NA,NaN,9.53288846520516,0.271024214740765,0.284939660866466,3,767552,768784,768783,770698,767952,769587,1.66726181166076,-1.44652607045905,0.8,1.606,1823.86030786933,2517.44386933652,2.462,3.828,NaN,NaN,NaN,NaN,132771.721480053,188737.168390199,-0.034258739162504,-0.0141920518617556,-0.00276597874959896,3.31422763660395e-05,2.17911472205523e-05,1.72527338941829e-05,-0.0017272721939999,0.00659750701747919,1,0.771999999999935,0.69171830985906,0.0802816901408743,1535.104,80.2816901408743,1,0,0,paced,0.741468024837654,80.9205494911762,0.108273974671331,132771.721480053,132771.721480053
770699,770699,NaN,8,20.2584607643514,249.678480053699,771255,-45.0328336523721,773721,6.0440000000001,262.06566649771,-90.7449159059643,772864,348,paced,NA,NA,NaN,9.92720052945054,0.329848047531325,0.424107044463632,3,770699,771834,771833,773413,771255,772864,2.77089954647312,-1.57552825604292,1.112,2.06,2880.17326783806,2739.27699409923,2.268,3.158,NaN,773414,NaN,0.614,211614.158001357,190444.108132968,-0.0403920024952171,-0.021361383567545,-0.00500634144653533,4.97878770641415e-05,4.54079686258029e-05,3.81616461384158e-05,-0.00251170803274289,0.0122199354861967,1,0.769999999999982,0.66800000000012,0.101999999999862,1541.398,101.999999999862,1,0,0,paced,0.715879237321574,83.8130188332979,0.142482132016413,211614.158001357,211614.158001357
773721,773721,NaN,8,-45.0328336523721,211.202271025004,774615,21.3882930370078,777525,7.60799999999995,223.024541332686,-172.070850307092,776137,349,paced,NA,NA,NaN,7.88643533123034,0.334679284918392,0.423229753126438,2,773721,775400,775399,776929,774615,776137,2.4958923193596,-2.40444202368006,1.788,1.474,3259.52094948946,2859.68150777099,3.356,3.058,NaN,776930,NaN,1.19,228426.247437395,202361.08504818,-0.0254446713031758,-0.0239041566082421,-0.00346946553168514,2.84711204525708e-05,3.74846152159567e-05,2.89196721672652e-05,-0.00267762052097939,0.00971021908417358,1,0.821999999999889,0.706363636363667,0.115636363636222,1547.442,115.636363636222,1,0,0,paced,0.766399065952108,78.2881956222914,0.15088270429005,228426.247437395,228426.247437395
777525,777525,NaN,8,21.3882930370078,129.838039940769,777918,-45.0883694540857,778840,2.63000000000011,141.688078149308,-92.8193840841019,778328,350,paced,NA,NA,NaN,22.8136882129268,0.333578687010392,0.405411007074947,1,777525,778143,778142,778839,777918,778328,1.93427936218462,-1.36623157399083,0.786,0.37,1401.30530829374,1292.65002636202,1.234,1.392,NaN,NaN,NaN,NaN,106257.057997381,103541.117984867,-0.0413670557725608,-0.0576078504052226,-0.00865622740796229,3.45500235328367e-05,6.68497477427052e-05,3.01725428848194e-05,-0.00997976355307392,0.00687804568874251,1,0.790000000000191,0.741999999999962,0.0480000000002292,1555.05,48.0000000002292,1,0,0,paced,0.765179609905638,78.4129624251216,0.0627303699403968,106257.057997381,106257.057997381
778840,778840,NaN,8,-45.0883694540857,32.7308012355736,779311,-2.07679581271975,780594,3.50800000000004,56.3133838689764,-6.1694885892486,780382,351,paced,NA,NA,NaN,17.1037628278219,0.335519737397041,0.389846886537252,4,778840,779987,779986,780593,779311,780382,0.524888056197249,-0.126505984996119,0.942,0.79,484.509750153873,89.7302997665552,2.292,1.212,NaN,NaN,NaN,NaN,37861.5335682634,8753.7696107098,-0.0160089987811001,-0.00525023169925577,-0.00385468742522936,1.5091060991023e-05,1.51518724059996e-05,2.32148765501924e-05,-0.000442719088055537,0.00687681927169001,0,0.779999999999973,0.759999999999991,0.0199999999999818,1557.68,19.9999999999818,0,0,0,paced,0.769364390620673,77.9864531442583,0.0259954843813958,37861.5335682634,37861.5335682634
780594,780594,NaN,8,-2.07679581271975,182.401334740994,780830,-40.0067668652808,784288,7.38799999999992,203.443116079994,-170.196020986242,782733,352,paced,NA,NA,NaN,8.12127774769906,0.402574862481506,0.346892819234793,3,780594,781731,781730,783339,780830,782733,1.93730054184631,-2.2113263737502,0.472,2.004,2111.75946918219,2404.36222933556,2.272,3.216,NaN,783340,NaN,1.896,154613.593827934,170344.105736259,-0.0617481150167618,-0.0174745585114098,-0.00500192751130058,8.58526179638174e-05,3.5622443696185e-05,2.84478998881673e-05,-0.00160835370627517,0.0134773599914125,1,0.796000000000049,0.645999999999958,0.150000000000091,1561.188,150.000000000091,1,0,0,paced,0.743992577150024,80.6459658910026,0.201614914727629,154613.593827934,154613.593827934
784288,784288,NaN,8,-40.0067668652808,181.131491865047,784555,24.5637698847813,787451,6.32600000000002,188.852990355296,-153.124043414943,786052,353,paced,NA,NA,NaN,9.48466645589627,0.519522726844925,0.431632300681868,2,784288,785400,785399,786803,784555,786052,2.48849702249686,-2.27816736472649,0.534,1.304,2171.63391166685,3177.55719698389,2.222,2.806,NaN,786804,NaN,1.294,156534.553613285,221280.780051657,-0.0836397158347727,-0.0231632093900288,-0.00430425199299198,9.36811604889287e-05,3.17050562186617e-05,2.49862188077514e-05,-0.00249818928767895,0.0166229346386895,1,0.755999999999858,0.648526315789446,0.107473684210412,1568.576,107.473684210412,1,0,0,paced,0.706099652719456,84.9738415376886,0.152207530192785,156534.553613285,156534.553613285
787451,787451,NaN,8,24.5637698847813,156.662669872275,787864,12.1708480038739,790838,6.77399999999989,138.295360927948,-131.411645832203,789524,354,paced,NA,NA,NaN,8.85739592559802,0.560739063374719,0.454805684680098,2,787451,788812,788811,790072,787864,789524,2.42538105050192,-1.66281381728749,0.826,1.424,2867.5492926359,1860.2515960449,2.72,2.52,NaN,790073,NaN,1.53,205648.436574947,137841.21798056,-0.0462349522433848,-0.017725954766471,-0.00346133968794699,4.78754163856366e-05,2.37727807333019e-05,2.23985455840814e-05,-0.00206956779068158,0.010138791783489,1,0.881999999999834,0.69399999999996,0.187999999999874,1574.902,187.999999999874,1,0,0,paced,0.788475628533914,76.0962011109507,0.23843476348082,205648.436574947,205648.436574947
790838,790838,NaN,8,12.1708480038739,151.924900871008,791158,-98.2766091061113,792424,3.17200000000003,194.977781422126,-106.809831790443,791766,355,paced,NA,NA,NaN,18.9155107187893,0.52956112517907,0.45385875459476,3,790838,791340,791339,792063,791158,791766,1.69865700558814,-1.43929834163334,0.64,0.852,915.911895812282,1384.76044506152,1.002,1.446,NaN,792064,NaN,0.72,71255.0968212811,122279.773929834,-0.0426388673004464,-0.0375258143459404,-0.00692061321864702,5.30072202327696e-05,4.80952071347164e-05,4.47725529394095e-05,-0.00563480783531464,0.00873331314847636,1,0.820900943396211,0.689599999999885,0.131300943396327,1581.676,131.300943396327,1,0,0,paced,0.770462813497749,77.8752704852968,0.170418274699393,71255.0968212811,71255.0968212811
792424,792424,NaN,8,-98.2766091061113,42.1478642983177,792700,54.9559359568704,793156,1.46399999999994,63.8082008729381,-57.1867705115612,793019,356,paced,NA,NA,NaN,40.9836065573787,0.525329521274445,0.471455206512846,2,792424,792844,792843,793155,792700,793019,0.794701355170513,-0.723846368270598,0.552,0.35,453.83776319504,310.294264666796,0.838,0.622,NaN,NaN,NaN,NaN,43281.3415285975,39126.4619098504,-0.0342830460239289,-0.036847772939891,-0.0372356899022898,7.50885575423952e-05,8.01865851224853e-05,9.2757661736605e-05,-0.00602407147460721,0.0174034242897256,0,0.689599999999885,0.635999999999967,0.0535999999999174,1584.848,53.5999999999174,0,0,0,paced,0.660530750083505,90.8360435792197,0.0811468655973112,43281.3415285975,43281.3415285975
793156,793156,NaN,8,54.9559359568704,232.23063356805,793354,-55.8741876388941,794075,1.83800000000019,232.689759409062,-137.568255511753,793877,357,paced,NA,NA,NaN,32.6441784548388,0.54405665009726,0.470886219479294,2,793156,793736,793735,794074,793354,793877,3.01087623391271,-1.50666182952183,0.396,0.282,2336.30288099202,668.4401831944,1.158,0.676,NaN,NaN,NaN,NaN,179952.003336833,61478.1862623641,-0.134586660404321,-0.0610601630102498,-0.0266036781729375,7.5805335803714e-05,5.44193818917456e-05,0.000106021294012005,-0.00945882395594961,0.0150236592070032,1,0.785700787401682,0.641930817610028,0.143769969791654,1586.312,143.769969791654,1,0,0,paced,0.720100117553683,83.3217472645768,0.1996527514536,179952.003336833,179952.003336833
794075,794075,NaN,8,-55.8741876388941,45.9355022385326,794346,34.1361641510861,797361,6.57199999999989,56.8045139824366,-154.973255939684,795692,358,paced,NA,NA,NaN,9.12964090079139,0.548881502176465,0.501407920923408,6,794075,794892,794891,796278,794346,795692,1.2883159077247,-2.14769152358863,0.542,1.6,923.251974503354,2774.00262786268,1.632,2.772,NaN,796279,NaN,2.164,95135.7003640852,184943.923232542,-0.0620655345618728,-0.0190635110985505,-0.00567525000891973,0.000123941112536146,2.80008378638352e-05,2.11749325426206e-05,-0.0021617684405828,0.0111471744802685,1,0.823999999999842,0.740706199460879,0.0832938005389624,1588.15,83.2938005389624,1,0,0,paced,0.792462583855891,75.7133538192523,0.105107549852612,95135.7003640852,95135.7003640852
797361,797361,NaN,8,34.1361641510861,151.804603145005,797617,26.8542633672196,800943,7.16399999999999,121.309389385852,-106.591894141248,799276,359,paced,NA,NA,NaN,8.37520938023452,0.485202153686344,0.507882836923488,2,797361,798482,798481,799695,797617,799276,2.03958324541743,-1.5857503545753,0.512,1.588,2247.05496494741,1848.14502039463,2.24,2.426,NaN,799696,NaN,2.494,151452.984262016,131486.475334726,-0.0673124763465365,-0.0158225757109363,-0.00629392580984326,4.48394103243567e-05,2.07660694535434e-05,2.20263107141777e-05,-0.0018199452410285,0.00790090481736572,1,0.807999999999993,0.72199999999998,0.0860000000000127,1594.722,86.0000000000127,1,0,0,paced,0.755027913414742,79.4672606588011,0.113903073610965,151452.984262016,151452.984262016
800943,800943,NaN,8,26.8542633672196,145.630859835636,801440,-23.2996607148285,804823,7.75999999999999,143.853558509441,-103.493511420511,803388,360,paced,NA,NA,NaN,7.73195876288661,0.330406852558022,0.415003710525456,5,800943,803103,803102,803858,801440,803388,2.1555281216414,-1.49043942686123,0.994,0.57,3194.15843990351,1429.95256673151,4.318,1.51,NaN,803859,NaN,1.928,220056.287120943,96127.3183354206,-0.0364746022207505,-0.0148299152917489,-0.00726346299831497,3.72047100646808e-05,3.11963919179189e-05,2.95210166324955e-05,-0.00139083208243001,0.00817944977599461,1,0.830000000000155,0.701999999999998,0.128000000000156,1601.886,128.000000000156,1,0,0,paced,0.765645435864104,78.3652552336895,0.167179211165409,220056.287120943,220056.287120943
804823,804823,NaN,8,-23.2996607148285,229.832837858583,805085,-0.990786297275064,808472,7.298,241.978061364634,-153.724483680031,806930,361,paced,NA,NA,NaN,8.22143052891203,0.08554676294071,0.410937503485927,3,804823,806088,806087,807462,805085,806930,3.00944669592506,-2.15398813611994,0.524,1.684,2799.47601437635,2643.2422037539,2.528,2.748,NaN,807463,NaN,2.018,197721.441834485,185349.874157335,-0.0891581282097721,-0.0209006189801841,-0.00495338723010329,8.85931177164461e-05,3.42742943880766e-05,2.64953144498391e-05,-0.00210449690050705,0.0157220595499178,1,0.815999999999804,0.725693150684889,0.0903068493149142,1609.646,90.3068493149142,1,0,0,paced,0.756853143458464,79.275617097695,0.119318853459806,197721.441834485,197721.441834485
808472,808472,NaN,8,-0.990786297275064,191.731547994336,808857,-49.9692424993913,811760,6.57600000000002,217.211562392669,-142.146349693163,810709,362,paced,NA,NA,NaN,9.12408759124085,0.133415545097502,0.295991852733929,4,808472,809671,809670,811238,808857,810709,2.58005337299391,-1.73383308194452,0.77,2.076,2350.76460133635,1940.56730139485,2.396,3.134,NaN,811239,NaN,1.042,173670.047625013,147835.29749443,-0.0504665378615378,-0.0179784488887075,-0.0033642222428076,6.85408324178821e-05,3.20413552207594e-05,2.49016878665223e-05,-0.00175544721956589,0.0131001558850078,1,0.879999999999882,0.698000000000093,0.181999999999789,1616.944,181.999999999789,1,0,0,paced,0.776572365052478,77.2625999844141,0.234363219952451,173670.047625013,173670.047625013
811760,811760,NaN,8,-49.9692424993913,233.216591969265,812519,-1.98378510007029,815917,8.31400000000008,259.193105768996,-120.124205894744,814356,363,paced,NA,NA,NaN,7.21674284339661,0.305995203030268,0.489126922846614,1,811760,813575,813086,814892,812519,814356,2.88664082145457,-1.70585490171648,1.518,1.562,3150.36329495218,2236.3605759917,2.652,2.634,813087,814893,0.976,2.048,232108.240173481,161384.658478232,-0.0363310757157663,-0.0182930484471596,-0.00520691554568567,4.70980623162186e-05,2.77912322163311e-05,2.34951531016723e-05,-0.00205754315715363,0.0141050076159606,1,0.870000000000118,0.709999999999809,0.160000000000309,1623.52,160.000000000309,1,0,0,paced,0.765631192319485,78.3667131144822,0.208977901639023,232108.240173481,232108.240173481
815917,815917,NaN,8,-1.98378510007029,183.333086576145,816392,-22.4767519903712,819660,7.48599999999988,195.563355121365,-98.0759974586978,818209,364,paced,NA,NA,NaN,8.01496126102071,0.30351221462508,0.478589642776479,10,815917,818032,816957,819359,816392,818209,2.64278332915886,-1.50348705138999,0.95,0.354,2652.49296336999,1893.717252643,2.08,2.654,816958,819360,2.148,0.6,186751.722363331,136187.040982134,-0.0412252137833777,-0.0195528342821468,-0.00726343861690568,4.14356314749096e-05,5.16283059866387e-05,2.67047628083426e-05,-0.00174880520058625,0.0102036833301506,1,0.877999999999929,0.541999999999916,0.336000000000013,1631.834,336.000000000013,1,0,0,paced,0.753483478467343,79.6301467977051,0.445928822067165,186751.722363331,186751.722363331
819660,819660,NaN,8,-22.4767519903712,297.436256752931,820089,25.2527031420695,822334,5.34799999999996,296.048281177082,-93.3659506854981,821556,365,paced,NA,NA,NaN,11.2191473448019,0.302763445583808,0.556154589320076,2,819660,820991,820327,821944,820089,821556,3.51633659010465,-1.36564281342564,0.858,1.13,1943.01724232795,1678.61673852854,1.334,1.906,820328,821945,1.326,0.778,135582.79268028,108305.238390191,-0.0657036793458457,-0.0245885498762451,-0.00728167252067964,8.52973144216853e-05,3.78481023478794e-05,1.78269776244727e-05,-0.00210004083002012,0.0173647099481129,1,0.809999999999945,0.675999999999931,0.134000000000015,1639.32,134.000000000015,1,0,0,paced,0.737986154827809,81.3023382721856,0.181575222141234,135582.79268028,135582.79268028
